address;agr_type;id (main_data.csv);name;source;type;url;lat;lon;photos_number;rating;reviews_number
Кировский район, Иркутск;достопримечательности;4471;"Декоративное сооружение ""Якорь""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076197503810?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjc2MX0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAzMDA3NjE5NzUwMzgxMCIsInR5cGUiOiJhdHRyYWN0aW9uIiwic3VidHlwZSI6ImRlY29yYXRpdmVfYnVpbGRpbmciLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMjgyOTEzLCJsYXQiOjUyLjI5MTE4MX0sInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjc2MX0sInNlYXJjaFJlc3VsdHNMaXN0Ijp7InNpemUiOjEyMzUsInNlYXJjaFR5cGUiOjMsImZpcnN0UmVzdWx0Q2xhc3MiOjMsImNvbnRleHRSdWJyaWNzIjpbIjExMjcyMCIsIjExMjY3MCIsIjExMjY2OCJdLCJoYXNHZW9SZXN0cmljdGlvbiI6dHJ1ZSwicGFydGlhbFJlc3VsdCI6ZmFsc2UsIm91dHZpZXdwb3J0IjpbeyJsYXQiOjUyLjMyODY3MzY3NzEzMDAzLCJsb24iOjEwNC4yMjEyOTkzMzkyNjA1OH0seyJsYXQiOjUyLjIxODQ0MDEyMDIwNTgzLCJsb24iOjEwNC4yMjEyOTkzMzkyNjA1OH0seyJsYXQiOjUyLjIxODQ0MDEyMDIwNTgzLCJsb24iOjEwNC40NTcwNzAxODc5NDgxNX0seyJsYXQiOjUyLjMyODY3MzY3NzEzMDAzLCJsb24iOjEwNC40NTcwNzAxODc5NDgxNX1dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiI5ZjRlY2M3Mi0xNmEyLTQ4MGUtOTQzZS0xYjJjY2Y1NmM3NWQifX0%3D;52,291181;104,282913;1;0;0
Куйбышевский район, Иркутск;достопримечательности;4829;"Декоративное сооружение ""ДВС""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076457772446?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjExMzJ9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMzAwNzY0NTc3NzI0NDYiLCJ0eXBlIjoiYXR0cmFjdGlvbiIsInN1YnR5cGUiOiJkZWNvcmF0aXZlX2J1aWxkaW5nIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X1JVIiwic2VnbWVudElkIjoiMTEifX0sImdlb1Bvc2l0aW9uIjp7ImxvbiI6MTA0LjM1MzM3NCwibGF0Ijo1Mi4yOTE4ODN9LCJyZXN1bHRDbGFzcyI6ODYsInBvc2l0aW9uIjoxMTMyfSwic2VhcmNoUmVzdWx0c0xpc3QiOnsic2l6ZSI6MTIzNSwic2VhcmNoVHlwZSI6MywiZmlyc3RSZXN1bHRDbGFzcyI6MywiY29udGV4dFJ1YnJpY3MiOlsiMTEyNzIwIiwiMTEyNjcwIiwiMTEyNjY4Il0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzI4NjczNjc3MTMwMDMsImxvbiI6MTA0LjIyMTI5OTMzOTI2MDU4fSx7ImxhdCI6NTIuMjE4NDQwMTIwMjA1ODMsImxvbiI6MTA0LjIyMTI5OTMzOTI2MDU4fSx7ImxhdCI6NTIuMjE4NDQwMTIwMjA1ODMsImxvbiI6MTA0LjQ1NzA3MDE4Nzk0ODE1fSx7ImxhdCI6NTIuMzI4NjczNjc3MTMwMDMsImxvbiI6MTA0LjQ1NzA3MDE4Nzk0ODE1fV0sInNlYXJjaFNlZ21lbnRJZCI6IjExIiwicnR3VmVyc2lvbiI6IjRmY2YwZjdjLTQxZTEtNDMyNi05ZWEyLWRmNDIyY2FkNjEzNCJ9fQ%3D%3D;52,291883;104,353374;1;0;0
Куйбышевский район, Иркутск;достопримечательности;4365;"Декоративное сооружение ""Медведь""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076179553422?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjY1MH0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAzMDA3NjE3OTU1MzQyMiIsInR5cGUiOiJhdHRyYWN0aW9uIiwic3VidHlwZSI6ImRlY29yYXRpdmVfYnVpbGRpbmciLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMzE1NzA2LCJsYXQiOjUyLjI5MjAzMn0sInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjY1MH0sInNlYXJjaFJlc3VsdHNMaXN0Ijp7InNpemUiOjEyMzUsInNlYXJjaFR5cGUiOjMsImZpcnN0UmVzdWx0Q2xhc3MiOjMsImNvbnRleHRSdWJyaWNzIjpbIjExMjcyMCIsIjExMjY3MCIsIjExMjY2OCJdLCJoYXNHZW9SZXN0cmljdGlvbiI6dHJ1ZSwicGFydGlhbFJlc3VsdCI6ZmFsc2UsIm91dHZpZXdwb3J0IjpbeyJsYXQiOjUyLjMyODY3MzY3NzEzMDAzLCJsb24iOjEwNC4yMjEyOTkzMzkyNjA1OH0seyJsYXQiOjUyLjIxODQ0MDEyMDIwNTgzLCJsb24iOjEwNC4yMjEyOTkzMzkyNjA1OH0seyJsYXQiOjUyLjIxODQ0MDEyMDIwNTgzLCJsb24iOjEwNC40NTcwNzAxODc5NDgxNX0seyJsYXQiOjUyLjMyODY3MzY3NzEzMDAzLCJsb24iOjEwNC40NTcwNzAxODc5NDgxNX1dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,292032;104,315706;1;0;0
Куйбышевский район, Иркутск;достопримечательности;4856;"Декоративное сооружение ""Подарок""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076527645813?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjExNjB9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMzAwNzY1Mjc2NDU4MTMiLCJ0eXBlIjoiYXR0cmFjdGlvbiIsInN1YnR5cGUiOiJkZWNvcmF0aXZlX2J1aWxkaW5nIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X1JVIiwic2VnbWVudElkIjoiMTEifX0sImdlb1Bvc2l0aW9uIjp7ImxvbiI6MTA0LjI5MzYwNywibGF0Ijo1Mi4yOTM0MDJ9LCJyZXN1bHRDbGFzcyI6ODYsInBvc2l0aW9uIjoxMTYwfSwic2VhcmNoUmVzdWx0c0xpc3QiOnsic2l6ZSI6MTIzNSwic2VhcmNoVHlwZSI6MywiZmlyc3RSZXN1bHRDbGFzcyI6MywiY29udGV4dFJ1YnJpY3MiOlsiMTEyNzIwIiwiMTEyNjcwIiwiMTEyNjY4Il0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzI4NjczNjc3MTMwMDMsImxvbiI6MTA0LjIyMTI5OTMzOTI2MDU4fSx7ImxhdCI6NTIuMjE4NDQwMTIwMjA1ODMsImxvbiI6MTA0LjIyMTI5OTMzOTI2MDU4fSx7ImxhdCI6NTIuMjE4NDQwMTIwMjA1ODMsImxvbiI6MTA0LjQ1NzA3MDE4Nzk0ODE1fSx7ImxhdCI6NTIuMzI4NjczNjc3MTMwMDMsImxvbiI6MTA0LjQ1NzA3MDE4Nzk0ODE1fV0sInNlYXJjaFNlZ21lbnRJZCI6IjExIiwicnR3VmVyc2lvbiI6IjlmNGVjYzcyLTE2YTItNDgwZS05NDNlLTFiMmNjZjU2Yzc1ZCJ9fQ%3D%3D;52,293402;104,293607;1;0;0
Куйбышевский район, Иркутск;достопримечательности;4835;"Декоративное сооружение ""Тачка""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076472462739?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjExMzh9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMzAwNzY0NzI0NjI3MzkiLCJ0eXBlIjoiYXR0cmFjdGlvbiIsInN1YnR5cGUiOiJkZWNvcmF0aXZlX2J1aWxkaW5nIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X1JVIiwic2VnbWVudElkIjoiMTEifX0sImdlb1Bvc2l0aW9uIjp7ImxvbiI6MTA0LjMwNTU1LCJsYXQiOjUyLjI5NjA3NH0sInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjExMzh9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjoxMjM1LCJzZWFyY2hUeXBlIjozLCJmaXJzdFJlc3VsdENsYXNzIjozLCJjb250ZXh0UnVicmljcyI6WyIxMTI3MjAiLCIxMTI2NzAiLCIxMTI2NjgiXSwiaGFzR2VvUmVzdHJpY3Rpb24iOnRydWUsInBhcnRpYWxSZXN1bHQiOmZhbHNlLCJvdXR2aWV3cG9ydCI6W3sibGF0Ijo1Mi4zMjg2NzM2NzcxMzAwMywibG9uIjoxMDQuMjIxMjk5MzM5MjYwNTh9LHsibGF0Ijo1Mi4yMTg0NDAxMjAyMDU4MywibG9uIjoxMDQuMjIxMjk5MzM5MjYwNTh9LHsibGF0Ijo1Mi4yMTg0NDAxMjAyMDU4MywibG9uIjoxMDQuNDU3MDcwMTg3OTQ4MTV9LHsibGF0Ijo1Mi4zMjg2NzM2NzcxMzAwMywibG9uIjoxMDQuNDU3MDcwMTg3OTQ4MTV9XSwic2VhcmNoU2VnbWVudElkIjoiMTEiLCJydHdWZXJzaW9uIjoiNGZjZjBmN2MtNDFlMS00MzI2LTllYTItZGY0MjJjYWQ2MTM0In19;52,296074;104,30555;1;0;0
Куйбышевский район, Иркутск;достопримечательности;4827;"Декоративное сооружение ""Тотем""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076457011632?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjExMzB9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMzAwNzY0NTcwMTE2MzIiLCJ0eXBlIjoiYXR0cmFjdGlvbiIsInN1YnR5cGUiOiJkZWNvcmF0aXZlX2J1aWxkaW5nIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X1JVIiwic2VnbWVudElkIjoiMTEifX0sImdlb1Bvc2l0aW9uIjp7ImxvbiI6MTA0LjM1OTI4OSwibGF0Ijo1Mi4zMDYxOX0sInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjExMzB9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjoxMjM1LCJzZWFyY2hUeXBlIjozLCJmaXJzdFJlc3VsdENsYXNzIjozLCJjb250ZXh0UnVicmljcyI6WyIxMTI3MjAiLCIxMTI2NzAiLCIxMTI2NjgiXSwiaGFzR2VvUmVzdHJpY3Rpb24iOnRydWUsInBhcnRpYWxSZXN1bHQiOmZhbHNlLCJvdXR2aWV3cG9ydCI6W3sibGF0Ijo1Mi4zMjg2NzM2NzcxMzAwMywibG9uIjoxMDQuMjIxMjk5MzM5MjYwNTh9LHsibGF0Ijo1Mi4yMTg0NDAxMjAyMDU4MywibG9uIjoxMDQuMjIxMjk5MzM5MjYwNTh9LHsibGF0Ijo1Mi4yMTg0NDAxMjAyMDU4MywibG9uIjoxMDQuNDU3MDcwMTg3OTQ4MTV9LHsibGF0Ijo1Mi4zMjg2NzM2NzcxMzAwMywibG9uIjoxMDQuNDU3MDcwMTg3OTQ4MTV9XSwic2VhcmNoU2VnbWVudElkIjoiMTEiLCJydHdWZXJzaW9uIjoiNGZjZjBmN2MtNDFlMS00MzI2LTllYTItZGY0MjJjYWQ2MTM0In19;52,30619;104,359289;1;0;0
Куйбышевский район, Иркутск;достопримечательности;4822;"Декоративное сооружение ""Урда зуг Юг""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076448833604?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjExMjV9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMzAwNzY0NDg4MzM2MDQiLCJ0eXBlIjoiYXR0cmFjdGlvbiIsInN1YnR5cGUiOiJkZWNvcmF0aXZlX2J1aWxkaW5nIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X1JVIiwic2VnbWVudElkIjoiMTEifX0sImdlb1Bvc2l0aW9uIjp7ImxvbiI6MTA0LjM0MzQ2LCJsYXQiOjUyLjI5MDg5N30sInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjExMjV9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjoxMjM1LCJzZWFyY2hUeXBlIjozLCJmaXJzdFJlc3VsdENsYXNzIjozLCJjb250ZXh0UnVicmljcyI6WyIxMTI3MjAiLCIxMTI2NzAiLCIxMTI2NjgiXSwiaGFzR2VvUmVzdHJpY3Rpb24iOnRydWUsInBhcnRpYWxSZXN1bHQiOmZhbHNlLCJvdXR2aWV3cG9ydCI6W3sibGF0Ijo1Mi4zMjg2NzM2NzcxMzAwMywibG9uIjoxMDQuMjIxMjk5MzM5MjYwNTh9LHsibGF0Ijo1Mi4yMTg0NDAxMjAyMDU4MywibG9uIjoxMDQuMjIxMjk5MzM5MjYwNTh9LHsibGF0Ijo1Mi4yMTg0NDAxMjAyMDU4MywibG9uIjoxMDQuNDU3MDcwMTg3OTQ4MTV9LHsibGF0Ijo1Mi4zMjg2NzM2NzcxMzAwMywibG9uIjoxMDQuNDU3MDcwMTg3OTQ4MTV9XSwic2VhcmNoU2VnbWVudElkIjoiMTEiLCJydHdWZXJzaW9uIjoiOWY0ZWNjNzItMTZhMi00ODBlLTk0M2UtMWIyY2NmNTZjNzVkIn19;52,290897;104,34346;1;0;0
Куйбышевский район, Иркутск;достопримечательности;4823;декоративный объект;2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076448833605?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjExMjZ9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMzAwNzY0NDg4MzM2MDUiLCJ0eXBlIjoiYXR0cmFjdGlvbiIsInN1YnR5cGUiOiJkZWNvcmF0aXZlX2J1aWxkaW5nIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X1JVIiwic2VnbWVudElkIjoiMTEifX0sImdlb1Bvc2l0aW9uIjp7ImxvbiI6MTA0LjM0Mzg4NiwibGF0Ijo1Mi4yOTA0OTN9LCJyZXN1bHRDbGFzcyI6ODYsInBvc2l0aW9uIjoxMTI2fSwic2VhcmNoUmVzdWx0c0xpc3QiOnsic2l6ZSI6MTIzNSwic2VhcmNoVHlwZSI6MywiZmlyc3RSZXN1bHRDbGFzcyI6MywiY29udGV4dFJ1YnJpY3MiOlsiMTEyNzIwIiwiMTEyNjcwIiwiMTEyNjY4Il0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzI4NjczNjc3MTMwMDMsImxvbiI6MTA0LjIyMTI5OTMzOTI2MDU4fSx7ImxhdCI6NTIuMjE4NDQwMTIwMjA1ODMsImxvbiI6MTA0LjIyMTI5OTMzOTI2MDU4fSx7ImxhdCI6NTIuMjE4NDQwMTIwMjA1ODMsImxvbiI6MTA0LjQ1NzA3MDE4Nzk0ODE1fSx7ImxhdCI6NTIuMzI4NjczNjc3MTMwMDMsImxvbiI6MTA0LjQ1NzA3MDE4Nzk0ODE1fV0sInNlYXJjaFNlZ21lbnRJZCI6IjExIiwicnR3VmVyc2lvbiI6IjlmNGVjYzcyLTE2YTItNDgwZS05NDNlLTFiMmNjZjU2Yzc1ZCJ9fQ%3D%3D;52,290493;104,343886;1;0;0
Луговое, рп. Маркова, Иркутский район, Иркутская область;достопримечательности;4858;"Декоративный объект ""Колодец""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076544759262?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjExNjJ9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMzAwNzY1NDQ3NTkyNjIiLCJ0eXBlIjoiYXR0cmFjdGlvbiIsInN1YnR5cGUiOiJkZWNvcmF0aXZlX2J1aWxkaW5nIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X1JVIiwic2VnbWVudElkIjoiMTEifX0sImdlb1Bvc2l0aW9uIjp7ImxvbiI6MTA0LjE4NDM3MSwibGF0Ijo1Mi4yNTc1OH0sInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjExNjJ9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjoxMjM1LCJzZWFyY2hUeXBlIjozLCJmaXJzdFJlc3VsdENsYXNzIjozLCJjb250ZXh0UnVicmljcyI6WyIxMTI3MjAiLCIxMTI2NzAiLCIxMTI2NjgiXSwiaGFzR2VvUmVzdHJpY3Rpb24iOnRydWUsInBhcnRpYWxSZXN1bHQiOmZhbHNlLCJvdXR2aWV3cG9ydCI6W3sibGF0Ijo1Mi4zMjg2NzM2NzcxMzAwMywibG9uIjoxMDQuMjIxMjk5MzM5MjYwNTh9LHsibGF0Ijo1Mi4yMTg0NDAxMjAyMDU4MywibG9uIjoxMDQuMjIxMjk5MzM5MjYwNTh9LHsibGF0Ijo1Mi4yMTg0NDAxMjAyMDU4MywibG9uIjoxMDQuNDU3MDcwMTg3OTQ4MTV9LHsibGF0Ijo1Mi4zMjg2NzM2NzcxMzAwMywibG9uIjoxMDQuNDU3MDcwMTg3OTQ4MTV9XSwic2VhcmNoU2VnbWVudElkIjoiMTEiLCJydHdWZXJzaW9uIjoiOWY0ZWNjNzItMTZhMi00ODBlLTk0M2UtMWIyY2NmNTZjNzVkIn19;52,25758;104,184371;1;0;0
Ново-Ленино, Ленинский район, Иркутск;достопримечательности;4685;"Декоративное сооружение ""Деревянный городок""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076275834267?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjk4M30sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAzMDA3NjI3NTgzNDI2NyIsInR5cGUiOiJhdHRyYWN0aW9uIiwic3VidHlwZSI6ImRlY29yYXRpdmVfYnVpbGRpbmciLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMjA2MTIzLCJsYXQiOjUyLjMzNjEyN30sInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjk4M30sInNlYXJjaFJlc3VsdHNMaXN0Ijp7InNpemUiOjEyMzUsInNlYXJjaFR5cGUiOjMsImZpcnN0UmVzdWx0Q2xhc3MiOjMsImNvbnRleHRSdWJyaWNzIjpbIjExMjcyMCIsIjExMjY3MCIsIjExMjY2OCJdLCJoYXNHZW9SZXN0cmljdGlvbiI6dHJ1ZSwicGFydGlhbFJlc3VsdCI6ZmFsc2UsIm91dHZpZXdwb3J0IjpbeyJsYXQiOjUyLjMyODY3MzY3NzEzMDAzLCJsb24iOjEwNC4yMjEyOTkzMzkyNjA1OH0seyJsYXQiOjUyLjIxODQ0MDEyMDIwNTgzLCJsb24iOjEwNC4yMjEyOTkzMzkyNjA1OH0seyJsYXQiOjUyLjIxODQ0MDEyMDIwNTgzLCJsb24iOjEwNC40NTcwNzAxODc5NDgxNX0seyJsYXQiOjUyLjMyODY3MzY3NzEzMDAzLCJsb24iOjEwNC40NTcwNzAxODc5NDgxNX1dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiI5ZjRlY2M3Mi0xNmEyLTQ4MGUtOTQzZS0xYjJjY2Y1NmM3NWQifX0%3D;52,336127;104,206123;1;0;0
Ново-Ленино, Ленинский район, Иркутск;достопримечательности;4349;"Декоративное сооружение ""Орёл""";2gis;Декоративное сооружение;https://2gis.ru/irkutsk/geo/70030076176929300?stat=eyJwYXJlbnRUYWJJZCI6IjVjMDQ5NWVmLTg5NjktNGM0ZS05YzU1LWI5NjljOTRiMmNmZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjYzM30sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAzMDA3NjE3NjkyOTMwMCIsInR5cGUiOiJhdHRyYWN0aW9uIiwic3VidHlwZSI6ImRlY29yYXRpdmVfYnVpbGRpbmciLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMjA5NjY5LCJsYXQiOjUyLjMyOTE4OH0sInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjYzM30sInNlYXJjaFJlc3VsdHNMaXN0Ijp7InNpemUiOjEyMzUsInNlYXJjaFR5cGUiOjMsImZpcnN0UmVzdWx0Q2xhc3MiOjMsImNvbnRleHRSdWJyaWNzIjpbIjExMjcyMCIsIjExMjY3MCIsIjExMjY2OCJdLCJoYXNHZW9SZXN0cmljdGlvbiI6dHJ1ZSwicGFydGlhbFJlc3VsdCI6ZmFsc2UsIm91dHZpZXdwb3J0IjpbeyJsYXQiOjUyLjMyODY3MzY3NzEzMDAzLCJsb24iOjEwNC4yMjEyOTkzMzkyNjA1OH0seyJsYXQiOjUyLjIxODQ0MDEyMDIwNTgzLCJsb24iOjEwNC4yMjEyOTkzMzkyNjA1OH0seyJsYXQiOjUyLjIxODQ0MDEyMDIwNTgzLCJsb24iOjEwNC40NTcwNzAxODc5NDgxNX0seyJsYXQiOjUyLjMyODY3MzY3NzEzMDAzLCJsb24iOjEwNC40NTcwNzAxODc5NDgxNX1dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,329188;104,209669;1;0;0
