address;agr_type;id (main_data.csv);name;source;type;url;lat;lon;photos_number;rating;reviews_number
Кировский район, Иркутск;спорт;5412;Карла Либкнехта (Дельта);2gis;​Остановка наземного транспорта;https://2gis.ru/irkutsk/station/1548898350924380?stat=eyJwYXJlbnRUYWJJZCI6IjcxOWI4MTQzLTNkNjAtNGI4Yy1iNjFhLWFhYWNhOWI2N2U2NSIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjIwNn0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiIxNTQ4ODk4MzUwOTI0MzgwIiwidHlwZSI6InN0YXRpb24iLCJzdWJ0eXBlIjoic3RvcCIsInNlZ21lbnRJbmZvIjp7ImJhc2VMb2NhbGUiOiJydV9SVSIsInNlZ21lbnRJZCI6IjExIn19LCJnZW9Qb3NpdGlvbiI6eyJsb24iOjEwNC4zMDEyMjgsImxhdCI6NTIuMjgzODczfSwiaHlicmlkRW50aXRpZXMiOlt7ImlkIjoiMTU0ODc5NTI3MTcwOTA1NiIsInR5cGUiOiJzdGF0aW9uX3BsYXRmb3JtIiwic3VidHlwZSI6InN0b3AifV0sInJlc3VsdENsYXNzIjo4NywicG9zaXRpb24iOjIwNn0sInNlYXJjaFJlc3VsdHNMaXN0Ijp7InNpemUiOjIwOSwic2VhcmNoVHlwZSI6MiwiZmlyc3RSZXN1bHRDbGFzcyI6MiwiY29udGV4dFJ1YnJpY3MiOlsiMTY0Il0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzg1NjIyNDIzNzY3MDc0LCJsb24iOjEwNC4wNDI2OTIwODMzODkyMX0seyJsYXQiOjUyLjIwNDUyMTIxODMyOTY3NCwibG9uIjoxMDQuMDQyNjkyMDgzMzg5MjF9LHsibGF0Ijo1Mi4yMDQ1MjEyMTgzMjk2NzQsImxvbiI6MTA0LjQ1NjU1OTIzOTg4ODk2fSx7ImxhdCI6NTIuMzg1NjIyNDIzNzY3MDc0LCJsb24iOjEwNC40NTY1NTkyMzk4ODg5Nn1dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,283873;104,301228;4;0;0
​Красноказачья, 85, Иркутск;спорт;6327;БайкалТек;2gis;Дайвинг - центр;https://2gis.ru/irkutsk/firm/1548640652892028?stat=eyJwYXJlbnRUYWJJZCI6IjIzOWNhZDZlLTlkMDgtNDM0NC04YmRiLThlZjcxMjBmMGMwNiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjN9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiMTU0ODY0MDY1Mjg5MjAyOCIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMzI0NjIxLCJsYXQiOjUyLjI3NTM3Nn0sImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI4MTUxIiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiNzAwMDAwMDEwMzkyMDI3ODAiLCJjb250ZXh0UnVicmljIjoiODE1MSIsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6M30sInNlYXJjaFJlc3VsdHNMaXN0Ijp7InNpemUiOjYsInNlYXJjaFR5cGUiOjIsImZpcnN0UmVzdWx0Q2xhc3MiOjIsImNvbnRleHRSdWJyaWNzIjpbIjgxNTEiXSwiaGFzR2VvUmVzdHJpY3Rpb24iOnRydWUsInBhcnRpYWxSZXN1bHQiOmZhbHNlLCJvdXR2aWV3cG9ydCI6W3sibGF0Ijo1Mi4yOTE5MjYxNTA2NzIwOCwibG9uIjoxMDQuMjg3MDcxODI4MzQ0MDh9LHsibGF0Ijo1Mi4yNTI2Mjc4NDY5NjI3OTUsImxvbiI6MTA0LjI4NzA3MTgyODM0NDA4fSx7ImxhdCI6NTIuMjUyNjI3ODQ2OTYyNzk1LCJsb24iOjEwNC4zNTc5Nzk1MzIyNDM2Mn0seyJsYXQiOjUyLjI5MTkyNjE1MDY3MjA4LCJsb24iOjEwNC4zNTc5Nzk1MzIyNDM2Mn1dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,275376;104,324621;5;0;0
​Академика Курчатова, 13, Иркутск​4 филиала;спорт;6005;Спортивная школа №5;2gis;Зал аэробики;https://2gis.ru/irkutsk/firm/70000001028250109?stat=eyJwYXJlbnRUYWJJZCI6IjNiZDA3NjcyLTAwMWMtNDdkOC1iYmE2LWUzZDZlZDQ2ZDhkMiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjM1N30sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAwMDAwMTAyODI1MDEwOSIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMjY1ODUzLCJsYXQiOjUyLjI1Njc5MX0sImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI2MzMiLCJpc0RlbGV0ZWQiOmZhbHNlLCJvcmciOiIxNTQ4NjQ5MjQyODI1NzgxIiwiY29udGV4dFJ1YnJpYyI6IjYzMyIsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6MzU3fSwic2VhcmNoUmVzdWx0c0xpc3QiOnsic2l6ZSI6NjkyLCJzZWFyY2hUeXBlIjoyLCJmaXJzdFJlc3VsdENsYXNzIjoyLCJjb250ZXh0UnVicmljcyI6WyIyNjgiLCIyNjciLCI1MTI1NiIsIjYzMyJdLCJoYXNHZW9SZXN0cmljdGlvbiI6dHJ1ZSwicGFydGlhbFJlc3VsdCI6ZmFsc2UsImFkdmVydGlzZXJzIjpbeyJvcmciOiI3MDAwMDAwMTA2OTA3ODU1NCIsImNvbnRleHRSdWJyaWMiOiI1MTI1NiJ9XSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzc3ODUyODkyNzQ5NDY2LCJsb24iOjEwNC4xMTk1NzMwOTYyOTI3fSx7ImxhdCI6NTIuMjAzOTYyMzg2MDQ3OTEsImxvbiI6MTA0LjExOTU3MzA5NjI5Mjd9LHsibGF0Ijo1Mi4yMDM5NjIzODYwNDc5MSwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M30seyJsYXQiOjUyLjM3Nzg1Mjg5Mjc0OTQ2NiwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M31dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,256791;104,265853;5;0;0
​ДС Динамо, Кожова, 12, Иркутск;спорт;6204;Национальная теннисная академия;2gis;спортивная секция;https://2gis.ru/irkutsk/firm/70000001040899303?stat=eyJwYXJlbnRUYWJJZCI6IjNiZDA3NjcyLTAwMWMtNDdkOC1iYmE2LWUzZDZlZDQ2ZDhkMiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjU2NX0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAwMDAwMTA0MDg5OTMwMyIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMjg3MzcsImxhdCI6NTIuMjcwNjZ9LCJhZHNTZWFyY2giOmZhbHNlLCJtYWluUnVicmljIjoiNTEyNTYiLCJpc0RlbGV0ZWQiOmZhbHNlLCJvcmciOiIxNTQ4NjQ5MjQzMTM3MDU0IiwiY29udGV4dFJ1YnJpYyI6IjUxMjU2IiwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjo1NjV9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjo2OTIsInNlYXJjaFR5cGUiOjIsImZpcnN0UmVzdWx0Q2xhc3MiOjIsImNvbnRleHRSdWJyaWNzIjpbIjI2OCIsIjI2NyIsIjUxMjU2IiwiNjMzIl0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzc3ODUyODkyNzQ5NDY2LCJsb24iOjEwNC4xMTk1NzMwOTYyOTI3fSx7ImxhdCI6NTIuMjAzOTYyMzg2MDQ3OTEsImxvbiI6MTA0LjExOTU3MzA5NjI5Mjd9LHsibGF0Ijo1Mi4yMDM5NjIzODYwNDc5MSwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M30seyJsYXQiOjUyLjM3Nzg1Mjg5Mjc0OTQ2NiwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M31dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,27066;104,28737;5;0;0
​Карла Либкнехта, 201, Иркутск​9 филиалов;спорт;6060;Спортивная школа по самбо;2gis;спортивная секция;https://2gis.ru/irkutsk/firm/70000001042554048?stat=eyJwYXJlbnRUYWJJZCI6IjNiZDA3NjcyLTAwMWMtNDdkOC1iYmE2LWUzZDZlZDQ2ZDhkMiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjQxNH0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAwMDAwMTA0MjU1NDA0OCIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMzE2NjU0LCJsYXQiOjUyLjI3MDE3OH0sImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI1MTI1NiIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDM4NzIzNjQzIiwiY29udGV4dFJ1YnJpYyI6IjUxMjU2IiwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjo0MTR9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjo2OTIsInNlYXJjaFR5cGUiOjIsImZpcnN0UmVzdWx0Q2xhc3MiOjIsImNvbnRleHRSdWJyaWNzIjpbIjI2OCIsIjI2NyIsIjUxMjU2IiwiNjMzIl0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzc3ODUyODkyNzQ5NDY2LCJsb24iOjEwNC4xMTk1NzMwOTYyOTI3fSx7ImxhdCI6NTIuMjAzOTYyMzg2MDQ3OTEsImxvbiI6MTA0LjExOTU3MzA5NjI5Mjd9LHsibGF0Ijo1Mi4yMDM5NjIzODYwNDc5MSwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M30seyJsYXQiOjUyLjM3Nzg1Mjg5Mjc0OTQ2NiwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M31dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,270178;104,316654;5;0;0
​Левый берег Каи, 94д/1, Иркутск;спорт;6583;M10 техника футбола;2gis;спортивная секция;https://2gis.ru/irkutsk/firm/70000001052350121?stat=eyJwYXJlbnRUYWJJZCI6IjNiZDA3NjcyLTAwMWMtNDdkOC1iYmE2LWUzZDZlZDQ2ZDhkMiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjM4OX0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAwMDAwMTA1MjM1MDEyMSIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMjM1NjUzLCJsYXQiOjUyLjI2NjY2NX0sImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI1MTI1NiIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDUyMzUwMTIwIiwiY29udGV4dFJ1YnJpYyI6IjUxMjU2IiwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjozODl9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjo2OTIsInNlYXJjaFR5cGUiOjIsImZpcnN0UmVzdWx0Q2xhc3MiOjIsImNvbnRleHRSdWJyaWNzIjpbIjI2OCIsIjI2NyIsIjUxMjU2IiwiNjMzIl0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzc3ODUyODkyNzQ5NDY2LCJsb24iOjEwNC4xMTk1NzMwOTYyOTI3fSx7ImxhdCI6NTIuMjAzOTYyMzg2MDQ3OTEsImxvbiI6MTA0LjExOTU3MzA5NjI5Mjd9LHsibGF0Ijo1Mi4yMDM5NjIzODYwNDc5MSwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M30seyJsYXQiOjUyLjM3Nzg1Mjg5Mjc0OTQ2NiwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M31dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,266665;104,235653;5;0;0
​Академика Бурденко, 2/1, Иркутск​17 филиалов;спорт;6103;Панда;2gis;Академия единоборств;https://2gis.ru/irkutsk/firm/70000001056054239?stat=eyJwYXJlbnRUYWJJZCI6IjNiZDA3NjcyLTAwMWMtNDdkOC1iYmE2LWUzZDZlZDQ2ZDhkMiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjQ1OX0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAwMDAwMTA1NjA1NDIzOSIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMzY1NTMyLCJsYXQiOjUyLjI3NzI5N30sImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI1MTI1NiIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDM0NDQ2NDQ2IiwiY29udGV4dFJ1YnJpYyI6IjUxMjU2IiwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjo0NTl9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjo2OTIsInNlYXJjaFR5cGUiOjIsImZpcnN0UmVzdWx0Q2xhc3MiOjIsImNvbnRleHRSdWJyaWNzIjpbIjI2OCIsIjI2NyIsIjUxMjU2IiwiNjMzIl0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwiYWR2ZXJ0aXNlcnMiOlt7Im9yZyI6IjcwMDAwMDAxMDM4NzE3MjYzIiwiY29udGV4dFJ1YnJpYyI6IjUxMjU2In1dLCJvdXR2aWV3cG9ydCI6W3sibGF0Ijo1Mi4zNzc4NTI4OTI3NDk0NjYsImxvbiI6MTA0LjExOTU3MzA5NjI5Mjd9LHsibGF0Ijo1Mi4yMDM5NjIzODYwNDc5MSwibG9uIjoxMDQuMTE5NTczMDk2MjkyN30seyJsYXQiOjUyLjIwMzk2MjM4NjA0NzkxLCJsb24iOjEwNC4zOTIxNzYyMTY0NDYzfSx7ImxhdCI6NTIuMzc3ODUyODkyNzQ5NDY2LCJsb24iOjEwNC4zOTIxNzYyMTY0NDYzfV0sInNlYXJjaFNlZ21lbnRJZCI6IjExIiwicnR3VmVyc2lvbiI6IjJlMTA3Mzg2LTgzNDctNGJiNy1hNTVkLTVmMDA2MzUwYjU3NCJ9fQ%3D%3D;52,277297;104,365532;6;0;0
​Академическая, 8, Иркутск​17 филиалов;спорт;6595;Панда;2gis;Академия единоборств;https://2gis.ru/irkutsk/firm/70000001061156305?stat=eyJwYXJlbnRUYWJJZCI6IjNiZDA3NjcyLTAwMWMtNDdkOC1iYmE2LWUzZDZlZDQ2ZDhkMiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjU5NH0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAwMDAwMTA2MTE1NjMwNSIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMjg3MDU5LCJsYXQiOjUyLjIzMzUyNH0sImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI1MTI1NiIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDM0NDQ2NDQ2IiwiY29udGV4dFJ1YnJpYyI6IjUxMjU2IiwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjo1OTR9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjo2OTIsInNlYXJjaFR5cGUiOjIsImZpcnN0UmVzdWx0Q2xhc3MiOjIsImNvbnRleHRSdWJyaWNzIjpbIjI2OCIsIjI2NyIsIjUxMjU2IiwiNjMzIl0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzc3ODUyODkyNzQ5NDY2LCJsb24iOjEwNC4xMTk1NzMwOTYyOTI3fSx7ImxhdCI6NTIuMjAzOTYyMzg2MDQ3OTEsImxvbiI6MTA0LjExOTU3MzA5NjI5Mjd9LHsibGF0Ijo1Mi4yMDM5NjIzODYwNDc5MSwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M30seyJsYXQiOjUyLjM3Nzg1Mjg5Mjc0OTQ2NiwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M31dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,233524;104,287059;6;0;0
​Мамина-Сибиряка, 21, Иркутск​17 филиалов;спорт;6233;Панда;2gis;Академия единоборств;https://2gis.ru/irkutsk/firm/70000001061156336?stat=eyJwYXJlbnRUYWJJZCI6IjNiZDA3NjcyLTAwMWMtNDdkOC1iYmE2LWUzZDZlZDQ2ZDhkMiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjU5NX0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAwMDAwMTA2MTE1NjMzNiIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMjM3ODI5LCJsYXQiOjUyLjI2MzI2fSwiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjUxMjU2IiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiNzAwMDAwMDEwMzQ0NDY0NDYiLCJjb250ZXh0UnVicmljIjoiNTEyNTYiLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjU5NX0sInNlYXJjaFJlc3VsdHNMaXN0Ijp7InNpemUiOjY5Miwic2VhcmNoVHlwZSI6MiwiZmlyc3RSZXN1bHRDbGFzcyI6MiwiY29udGV4dFJ1YnJpY3MiOlsiMjY4IiwiMjY3IiwiNTEyNTYiLCI2MzMiXSwiaGFzR2VvUmVzdHJpY3Rpb24iOnRydWUsInBhcnRpYWxSZXN1bHQiOmZhbHNlLCJvdXR2aWV3cG9ydCI6W3sibGF0Ijo1Mi4zNzc4NTI4OTI3NDk0NjYsImxvbiI6MTA0LjExOTU3MzA5NjI5Mjd9LHsibGF0Ijo1Mi4yMDM5NjIzODYwNDc5MSwibG9uIjoxMDQuMTE5NTczMDk2MjkyN30seyJsYXQiOjUyLjIwMzk2MjM4NjA0NzkxLCJsb24iOjEwNC4zOTIxNzYyMTY0NDYzfSx7ImxhdCI6NTIuMzc3ODUyODkyNzQ5NDY2LCJsb24iOjEwNC4zOTIxNzYyMTY0NDYzfV0sInNlYXJjaFNlZ21lbnRJZCI6IjExIiwicnR3VmVyc2lvbiI6IjJlMTA3Mzg2LTgzNDctNGJiNy1hNTVkLTVmMDA2MzUwYjU3NCJ9fQ%3D%3D;52,26326;104,237829;6;0;0
​Напольная, 68а, Иркутск​17 филиалов;спорт;6234;Панда;2gis;Академия единоборств;https://2gis.ru/irkutsk/firm/70000001061210856?stat=eyJwYXJlbnRUYWJJZCI6IjNiZDA3NjcyLTAwMWMtNDdkOC1iYmE2LWUzZDZlZDQ2ZDhkMiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjU5Nn0sInBsYWNlSXRlbSI6eyJlbnRpdHkiOnsiaWQiOiI3MDAwMDAwMTA2MTIxMDg1NiIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfUlUiLCJzZWdtZW50SWQiOiIxMSJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjoxMDQuMzI5Mzk5LCJsYXQiOjUyLjI5MjY1NX0sImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI1MTI1NiIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDM0NDQ2NDQ2IiwiY29udGV4dFJ1YnJpYyI6IjUxMjU2IiwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjo1OTZ9LCJzZWFyY2hSZXN1bHRzTGlzdCI6eyJzaXplIjo2OTIsInNlYXJjaFR5cGUiOjIsImZpcnN0UmVzdWx0Q2xhc3MiOjIsImNvbnRleHRSdWJyaWNzIjpbIjI2OCIsIjI2NyIsIjUxMjU2IiwiNjMzIl0sImhhc0dlb1Jlc3RyaWN0aW9uIjp0cnVlLCJwYXJ0aWFsUmVzdWx0IjpmYWxzZSwib3V0dmlld3BvcnQiOlt7ImxhdCI6NTIuMzc3ODUyODkyNzQ5NDY2LCJsb24iOjEwNC4xMTk1NzMwOTYyOTI3fSx7ImxhdCI6NTIuMjAzOTYyMzg2MDQ3OTEsImxvbiI6MTA0LjExOTU3MzA5NjI5Mjd9LHsibGF0Ijo1Mi4yMDM5NjIzODYwNDc5MSwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M30seyJsYXQiOjUyLjM3Nzg1Mjg5Mjc0OTQ2NiwibG9uIjoxMDQuMzkyMTc2MjE2NDQ2M31dLCJzZWFyY2hTZWdtZW50SWQiOiIxMSIsInJ0d1ZlcnNpb24iOiIyZTEwNzM4Ni04MzQ3LTRiYjctYTU1ZC01ZjAwNjM1MGI1NzQifX0%3D;52,292655;104,329399;6;0;0
