id;exp_pht;exp_rat;exp_rev;Популярность
689;0,010242086;0,82;0,005537099;0,835779184
690;0,030726257;0,88;0,071317829;0,982044086
691;0,013035382;0,82;0,003322259;0,836357641
692;0,396648045;0,86;0,165669989;1,422318034
693;0,041899441;0,78;0,012181617;0,834081058
694;0,159217877;0,72;0,213289037;1,092506914
695;0,064245810;0,94;0,029457364;1,033703174
696;0,101489758;0,34;0,138648948;0,580138706
697;0,070763501;0,8;0,041860465;0,912623966
698;0,021415270;0,86;0,017275748;0,898691018
699;0,027001862;0,86;0,034994463;0,921996325
700;0,456238361;0,9;0,279955703;1,636194064
701;0,105214153;0,8;0,041860465;0,947074618
702;0,079143389;0,84;0,036544850;0,955688240
703;0,173184358;0,82;0,208859358;1,202043715
704;0,083798883;0,96;0,072646733;1,116445616
705;0,086592179;0,84;0,030121816;0,956713995
706;0,029795158;0,92;0,017718715;0,967513874
707;0,061452514;0,86;0,001328904;0,922781418
708;0,073556797;0,42;0,012403101;0,505959898
709;0,011173184;0,86;0,011960133;0,883133317
710;0,354748603;0,84;0,349058693;1,543807297
711;0,003724395;0,86;0,013510520;0,877234915
712;0,035381750;0,82;0,099003322;0,954385073
713;0,173184358;0,76;0,226135105;1,159319463
714;0,031657356;0,86;0,017718715;0,909376071
715;0,030726257;0,86;0,027464009;0,918190266
716;0,021415270;0,86;0,023034330;0,904449600
717;0,095903166;0,88;0,063565891;1,039469057
718;0,004655493;0,86;0,001550388;0,866205881
719;0,046554935;0,82;0,014839424;0,881394359
720;0,024208566;0,84;0,024806202;0,889014768
721;0,122905028;0,84;0,058693245;1,021598273
722;0,017690875;0,82;0,015725360;0,853416235
723;0,006517691;0,86;0,017718715;0,884236406
724;0,081936685;0,74;0,077297896;0,899234581
725;0,036312849;0,86;0,021483942;0,917796792
726;0,047486034;0,76;0,021926910;0,829412944
727;0,003724395;0,8;0,009302326;0,813026720
728;0,019553073;0,82;0,002879291;0,842432364
729;0,027932961;0,46;0,034108527;0,522041488
730;0,037243948;0,8;0,008637874;0,845881822
731;0,028864060;0,84;0,067552602;0,936416662
732;0,072625698;0,86;0,040088594;0,972714292
733;0,010242086;0,76;0,012846069;0,783088154
734;0,025139665;0,84;0,022812846;0,887952511
735;0,007448790;0,82;0,004208195;0,831656984
736;0,078212291;0,78;0,018826135;0,877038426
737;0,065176909;0,88;0,026799557;0,971976466
738;0,022346369;0,64;0,023034330;0,685380699
739;0,176908752;0,82;0,042746401;1,039655153
740;0,055865922;0,86;0,008859358;0,924725279
741;0,152700186;0,9;0,142635659;1,195335845
742;0,020484171;0,9;0,013953488;0,934437660
743;0,008379888;0,82;0,010631229;0,839011118
744;0,013035382;0,86;0,012846069;0,885881450
745;0,032588454;0,76;0,054928018;0,847516472
746;0,039106145;0,82;0,010188261;0,869294407
747;0,006517691;0,86;0,007973422;0,874491113
748;0,026070764;0,78;0,012846069;0,818916832
749;0,015828678;0,86;0,006644518;0,882473196
750;0,060521415;0,78;0,027685493;0,868206908
751;0,010242086;0,88;0,001771872;0,892013957
752;0,057728119;0,88;0,048504983;0,986233103
753;0,028864060;0,9;0,009745293;0,938609353
754;0,022346369;0,88;0,006201550;0,908547919
755;0,100558659;0,76;0,054263566;0,914822225
756;0,095903166;0,8;0,062458472;0,958361637
757;0,018621974;0,8;0,013289037;0,831911010
758;0,017690875;0,88;0,006423034;0,904113910
759;0,000931099;0,82;0,006423034;0,827354133
760;0,420856611;0,82;0,159911406;1,400768017
761;0,087523277;0,84;0,074197121;1,001720398
762;0,043761639;0,66;0,017940199;0,721701838
763;0,132216015;0,76;0,011517165;0,903733180
764;0,040037244;0,66;0,001328904;0,701366148
765;0,047486034;0,8;0,037873754;0,885359788
766;0,105214153;0,74;0,047397564;0,892611716
767;0,118249534;0,78;0,035437431;0,933686965
768;0,001862197;0,82;0,000442968;0,822305165
769;0,046554935;0,72;0,030786268;0,797341203
770;0,014897579;0,6;0,000442968;0,615340547
771;0,218808194;0,82;0,096124031;1,134932225
772;0,148975791;0,78;0,225470653;1,154446445
773;0,004655493;0,6;0,004872647;0,609528140
774;0,004655493;0,8;0,001550388;0,806205881
775;0,069832402;0,68;0,066223699;0,816056101
776;0;0;0,000221484;0,000221484
777;0,004655493;0,84;0,001771872;0,846427365
778;0;0;0;0
779;0,310055866;0,92;0,444518272;1,674574138
780;0,009310987;0,72;0,004208195;0,733519182
781;0,028864060;0,84;0,004208195;0,873072254
782;0,067039106;0,48;0,114507198;0,661546304
783;0,004655493;0,8;0,002214839;0,806870333
784;0,019553073;0,82;0,011738649;0,851291722
786;0,001862197;0;0;0,001862197
787;0,020484171;0,78;0,000885936;0,801370107
788;0,025139665;0,86;0,001771872;0,886911536
789;0;0;0;0
790;0,001862197;0,84;0,001328904;0,843191101
791;0,004655493;0,8;0,003543743;0,808199237
792;0,052141527;0;0;0,052141527
793;0,045623836;0,64;0,011517165;0,697141001
794;0,186219739;0,8;0,105204873;1,091424612
795;0;0,84;0,002436323;0,842436323
796;0,046554935;0,84;0,139313400;1,025868335
797;0,010242086;0;0;0,010242086
798;0,070763501;0,74;0,057807309;0,868570810
799;0,018621974;0,44;0,006644518;0,465266492
800;0,009310987;0,78;0,002879291;0,792190278
801;0,009310987;0;0;0,009310987
802;0,002793296;0,8;0,000221484;0,803014780
803;0,010242086;0;0;0,010242086
804;0,026070764;0,82;0,019490587;0,865561350
805;0,046554935;0,44;0,003765227;0,490320162
806;0,028864060;0,84;0,007973422;0,876837482
807;0;0;0,000221484;0,000221484
808;0,007448790;0;0,000221484;0,007670274
809;0,010242086;0,86;0,016832780;0,887074865
810;0,010242086;0;0;0,010242086
811;0,067039106;0,76;0,023034330;0,850073436
812;0;0;0,000221484;0,000221484
813;0,086592179;0,84;0,009302326;0,935894504
814;0;0;0;0
815;0;0;0;0
816;0,002793296;0,68;0,001771872;0,684565168
817;0,003724395;0,82;0,000221484;0,823945879
818;0,026070764;0,8;0,031007752;0,857078515
819;0,001862197;0;0;0,001862197
820;0,011173184;0,86;0,023698782;0,894871966
821;0,062383613;0,78;0,000221484;0,842605097
822;0,000931099;0;0;0,000931099
823;0,010242086;0,82;0,001328904;0,831570989
824;0,006517691;0,9;0,006201550;0,912719241
825;0,016759777;0,82;0,001993355;0,838753132
826;0,012104283;0,84;0,014617940;0,866722223
827;0,009310987;0,42;0,001328904;0,430639891
828;0,013035382;0,84;0,014839424;0,867874806
829;0,005586592;0,66;0,002214839;0,667801432
830;0,010242086;0,82;0,007973422;0,838215508
831;0;0;0;0
832;0,032588454;0,5;0,001550388;0,534138842
833;0,002793296;0;0;0,002793296
834;0,001862197;0;0;0,001862197
835;0,027001862;0;0,000221484;0,027223346
836;0,002793296;0;0;0,002793296
837;0,009310987;0,52;0,008859358;0,538170345
838;0,000931099;0;0;0,000931099
839;0,000931099;0;0;0,000931099
840;0;0;0;0
841;0,000931099;0,6;0;0,600931099
842;0,043761639;0,44;0,018604651;0,502366290
843;0,011173184;0;0,000885936;0,012059120
844;0,007448790;0,5;0,000442968;0,507891757
845;0,008379888;0,38;0,019047619;0,407427507
846;0,270018622;0,86;0,011960133;1,141978755
847;0;0;0;0
848;0,000931099;0;0,000221484;0,001152583
849;0,040968343;0,94;0,010631229;0,991599572
850;0,000931099;0;0;0,000931099
851;0,027001862;0,88;0,001550388;0,908552250
852;0,005586592;0;0;0,005586592
853;0,022346369;0,88;0,001107420;0,903453788
854;0,033519553;0,84;0,000442968;0,873962521
855;0;0;0;0
856;0,027001862;0,88;0,003543743;0,910545605
857;0,006517691;0,86;0,000885936;0,867403627
858;0;0;0;0
859;0,009310987;0,84;0,000664452;0,849975439
860;0,025139665;0,96;0,006201550;0,991341215
861;0,002793296;0;0;0,002793296
862;0,015828678;0,84;0,000885936;0,856714614
863;0,013966480;0,9;0,003322259;0,917288740
864;0,005586592;0;0;0,005586592
865;0,004655493;0,48;0,001107420;0,485762913
866;0,006517691;0,56;0,000664452;0,567182143
1899;0,040968343;0,9;0,004651163;0,945619505
1903;0;1;0,000221484;1,000221484
1905;0,047486034;0,98;0,001550388;1,029036421
1906;0,019553073;0,82;0,002879291;0,842432364
1908;0,012104283;0;0;0,012104283
1909;0;0,82;0,002214839;0,822214839
1912;0,027001862;0,78;0,002214839;0,809216702
1916;0,004655493;0;0;0,004655493
1917;0;0;0;0
1918;0;0;0;0
1921;0,015828678;1;0,002879291;1,018707969
1923;0,055865922;0,78;0,092580288;0,928446210
1930;0;1;0,000221484;1,000221484
1934;0;0;0;0
1936;0,006517691;0,96;0,003100775;0,969618466
1937;0,007448790;0,84;0,001107420;0,848556209
1938;0;0;0;0
1939;0;1;0,000664452;1,000664452
1940;0;0;0;0
1943;0,001862197;0,6;0,000221484;0,602083681
1944;0,018621974;0,96;0,000885936;0,979507910
1945;0,001862197;0,9;0,000221484;0,902083681
1946;0,815642458;0,76;0,000221484;1,575863942
1947;0,035381750;0,9;0,000442968;0,935824718
1948;0;0;0;0
1949;0,005586592;1;0,001771872;1,007358464
1953;0,001862197;1;0,000442968;1,002305165
1955;0,079143389;0,98;0,012624585;1,071767974
1956;0,648975791;0,94;0,071760797;1,660736589
1957;0;0;0;0
1958;0,001862197;1;0,001771872;1,003634069
1960;0,003724395;0,4;0,000221484;0,403945879
1961;0,016759777;1;0,000442968;1,017202744
1962;0;0;0;0
1963;0,013966480;0,76;0,001771872;0,775738352
1964;0,013035382;0,76;0,004208195;0,777243577
1965;0,027001862;0,92;0,014839424;0,961841286
1966;0,316573557;0,86;0,000221484;1,176795041
1967;0,011173184;1;0,000221484;1,011394668
1968;0,003724395;0,92;0,002657807;0,926382202
1969;0,025139665;1;0,000221484;1,025361149
1970;0,130353818;0,92;0,075968992;1,126322810
1972;0,108007449;0,86;0,200221484;1,168228933
1973;0,167597765;0,9;0,055592470;1,123190235
1975;0;0,8;0,000885936;0,800885936
1977;0;0;0;0
1978;0,309124767;0,92;0,126467331;1,355592098
1979;0,006517691;0,86;0,000664452;0,867182143
1980;0,235567970;0,94;0,047397564;1,222965534
1981;0,028864060;0;0;0,028864060
1982;0,006517691;0;0;0,006517691
1983;0;0;0;0
1984;0,036312849;0,88;0,024141750;0,940454599
1985;0,001862197;0,92;0,001550388;0,923412585
1986;0,010242086;0,88;0,013289037;0,903531122
1987;0,008379888;0,9;0,000885936;0,909265824
1988;0;0;0;0
1989;0;0;0;0
1990;0,014897579;0;0;0,014897579
1991;0,003724395;1;0,000442968;1,004167363
1992;0;0;0;0
1993;0;0,96;0,001107420;0,961107420
1994;0;0,88;0,004429679;0,884429679
1995;0,002793296;0;0;0,002793296
1996;0;0;0;0
1999;0,012104283;0;0;0,012104283
2000;0,009310987;1;0,000885936;1,010196923
2010;0,689944134;0,94;0,050276855;1,680220989
2020;0,349162011;0,94;0,203986711;1,493148722
2026;0,099627561;0,92;0,018826135;1,038453696
2031;0,631284916;0,94;0,183388704;1,754673621
2033;0,002793296;1;0,000221484;1,003014780
2035;0,001862197;0;0;0,001862197
2039;0,013966480;0,86;0,002657807;0,876624288
2041;0,002793296;1;0,000221484;1,003014780
2042;0;0;0;0
2043;0,003724395;0,88;0,001107420;0,884831814
2044;0,001862197;1;0,000221484;1,002083681
2048;0,016759777;0,8;0,002214839;0,818974616
2049;0,008379888;0,92;0,003543743;0,931923631
2052;0,064245810;0,9;0,005315615;0,969561425
2055;0,004655493;0,2;0,000221484;0,204876977
2057;0,012104283;0,84;0,001328904;0,853433187
2059;0,060521415;0,96;0,003100775;1,023622190
2060;0,111731844;0,92;0,003100775;1,034832619
2063;0,003724395;0,92;0,002657807;0,926382202
2065;0,002793296;1;0,000442968;1,003236264
2066;0,016759777;0,94;0,005758583;0,962518359
2068;0,011173184;0,86;0,001550388;0,872723572
2074;0,006517691;0,76;0,006201550;0,772719241
2075;0;0;0;0
2076;0,072625698;0,98;0,005315615;1,057941313
2077;0;0;0;0
2079;0,039106145;0,68;0,008416390;0,727522535
2081;0,008379888;0,68;0,006423034;0,694802923
2084;0,002793296;0,86;0,001328904;0,864122200
2085;0;0;0;0
2086;0;0;0;0
2087;0;0;0;0
2088;0,067039106;0,96;0,016832780;1,043871886
2089;0,027001862;0,88;0,007530454;0,914532316
2094;0,044692737;0,96;0,005315615;1,010008352
2097;0,011173184;0;0;0,011173184
2101;0;0;0;0
2102;0,004655493;0,8;0,000221484;0,804876977
2109;0,057728119;0,92;0,011738649;0,989466768
2110;0,001862197;1;0,000221484;1,002083681
2112;0,016759777;1;0,000442968;1,017202744
2113;0,004655493;0,92;0,001771872;0,926427365
2114;0,003724395;1;0,000221484;1,003945879
2115;0,022346369;0,88;0,001107420;0,903453788
2117;0,039106145;0,96;0,012181617;1,011287762
2118;0;0;0;0
2121;0;0,9;0,000442968;0,900442968
2122;0,004655493;0;0;0,004655493
2123;0,009310987;1;0,000221484;1,009532471
2124;0,104283054;0,88;0,089700997;1,073984051
2126;0,026070764;0,88;0,007087486;0,913158250
2127;0,016759777;0,96;0,006866002;0,983625779
2130;0;1;0,000221484;1,000221484
2131;0,004655493;0,94;0,000442968;0,945098461
2132;0;1;0,000664452;1,000664452
2134;0;0;0;0
2135;0,005586592;1;0,000221484;1,005808076
2136;0,655493482;0,9;0,000221484;1,555714966
2138;0,050279330;1;0,001993355;1,052272685
2139;0,751396648;0,92;0,000221484;1,671618132
2140;0;1;0,000664452;1,000664452
2142;0,168528864;0,88;0,057807309;1,106336173
2144;0,052141527;0,94;0,031450720;1,023592247
2145;0,026070764;1;0,000442968;1,026513731
2146;0,034450652;0,94;0,010852713;0,985303365
2147;0,040037244;0,92;0,009745293;0,969782537
2149;0;0;0;0
2150;0,017690875;0;0;0,017690875
2151;0,013966480;0,94;0,025692137;0,979658618
2152;0;0,86;0,005094131;0,865094131
2153;0;0;0;0
2157;0,003724395;0,92;0,003765227;0,927489622
2158;0,035381750;1;0,001550388;1,036932138
2159;0;0;0;0
2160;0,353817505;0,82;0,000221484;1,174038989
2161;0;0;0;0
2162;0,002793296;0,9;0,000442968;0,903236264
2163;0;0;0;0
2164;0,009310987;0,86;0,007751938;0,877062925
2165;0,204841713;1;0,000221484;1,205063197
2166;0,003724395;0,84;0,001107420;0,844831814
2167;0,004655493;0,66;0,000664452;0,665319945
2168;0;0;0;0
2169;0,001862197;0;0;0,001862197
2170;0,001862197;0,76;0,001107420;0,762969617
2171;0,001862197;0;0;0,001862197
2172;0,001862197;1;0,001550388;1,003412585
2173;0,002793296;0,8;0,001771872;0,804565168
2174;0,214152700;1;0,000221484;1,214374184
2175;0;0;0;0
2176;0,001862197;0;0;0,001862197
2177;0,002793296;0;0;0,002793296
2178;0,017690875;0,94;0,001328904;0,959019779
2179;0,001862197;0,2;0,000221484;0,202083681
2180;0;0;0;0
2181;0;1;0,000221484;1,000221484
2182;0,004655493;0;0;0,004655493
2183;0;1;0,000221484;1,000221484
2184;0,004655493;0;0;0,004655493
2185;0;0;0;0
2186;0;0,46;0,000885936;0,460885936
2187;0,003724395;0,6;0,000442968;0,604167363
2188;0;0;0;0
2189;0,023277467;0,2;0,000221484;0,223498951
2190;0,003724395;1;0,000221484;1,003945879
2191;0,178770950;1;0,001328904;1,180099853
2192;0,013035382;1;0,000885936;1,013921318
2193;0;0;0;0
2194;0;0;0;0
2195;0,040037244;0;0;0,040037244
2196;0,003724395;0,8;0,000442968;0,804167363
2198;0,031657356;0;0;0,031657356
2199;0,254189944;0,9;0,002214839;1,156404784
2200;0;0;0;0
2201;0,023277467;0,9;0,002879291;0,926156759
2202;0,004655493;0,94;0,000664452;0,945319945
2203;0;0;0;0
2204;0;0,2;0,000221484;0,200221484
2206;0,014897579;0,84;0,042967885;0,897865464
2208;0;1;0,001771872;1,001771872
2209;0;0;0;0
2228;0;0;0;0
2229;0;0;0;0
2293;0;0;0;0
2297;0;0;0;0
2303;0;0;0;0
2308;0;0;0;0
2309;0;0;0;0
2315;0;0;0;0
2318;0;0;0;0
2322;0;0;0;0
2325;0;0;0;0
2330;0;0;0;0
2359;0;0;0;0
2361;0;0;0;0
2367;0;0;0;0
2370;0;0;0;0
2381;0;0;0;0
2383;0;0;0;0
2384;0;0;0;0
2390;0;0;0;0
2391;0;0;0;0
2392;0;0;0;0
2393;0;0;0;0
2395;0;0;0;0
2396;0;0;0;0
2407;0;0;0;0
2408;0;0;0;0
2410;0;0;0;0
2413;0;0;0;0
2414;0;0;0;0
2416;0;0;0;0
2417;0;0;0;0
2419;0;0;0;0
2431;0;0;0;0
2433;0;0;0;0
2434;0;0;0;0
2435;0;0;0;0
2446;0;0;0;0
2448;0;0;0;0
2450;0;0;0;0
2463;0;0;0;0
2469;0;0;0;0
2474;0;0;0;0
2475;0;0;0;0
2477;0;0;0;0
2479;0;0;0;0
2481;0;0;0;0
2484;0;0;0;0
2487;0;0;0;0
2492;0;0;0;0
2495;0;0;0;0
2496;0;0;0;0
2499;0;0;0;0
2502;0;0;0;0
2505;0;0;0;0
2507;0;0;0;0
2508;0;0;0;0
2511;0;0;0;0
2513;0;0;0;0
2514;0;0;0;0
2515;0;0;0;0
2519;0;0;0;0
2523;0;0;0;0
2529;0;0;0;0
2530;0;0;0;0
2532;0;0;0;0
2534;0;0;0;0
2539;0;0;0;0
2541;0;0;0;0
2542;0;0;0;0
2546;0;0;0;0
2548;0;0;0;0
2549;0;0;0;0
2551;0;0;0;0
2552;0;0;0;0
2553;0;0;0;0
2556;0;0;0;0
2557;0;0;0;0
2559;0;0;0;0
2566;0;0;0;0
2568;0;0;0;0
3606;0;0;0;0
3612;0;0;0;0
3613;0;0;0;0
3617;0;0;0;0
3626;0;0;0;0
3643;0;0;0;0
3646;0;0;0;0
3706;0;0;0;0
3722;0;0;0;0
3725;0;0;0;0
3730;0;0;0;0
3732;0;0;0;0
3734;0;0;0;0
3736;0;0;0;0
3740;0;0;0;0
3747;0;0;0;0
3787;0;0;0;0
3804;0;0;0;0
3809;0;0;0;0
3810;0;0;0;0
3826;0;0;0;0
3833;0;0;0;0
3845;0;0;0;0
3852;0;0;0;0
3863;0;0;0;0
3877;0;0;0;0
3891;0;0;0;0
3892;0;0;0;0
3909;0;0;0;0
3915;0;0;0;0
3917;0;0;0;0
3918;0;0;0;0
3919;0;0;0;0
3951;0;0;0;0
3954;0;0;0;0
3955;0;0;0;0
3962;0;0;0;0
3970;0;0;0;0
3973;0;0;0;0
3976;0;0;0;0
4002;0;0;0;0
4004;0;0;0;0
4007;0;0;0;0
4008;0;0;0;0
4014;0;0;0;0
4017;0;0;0;0
4018;0;0;0;0
4028;0;0;0;0
4029;0;0;0;0
4043;0;0;0;0
4044;0;0;0;0
4045;0;0;0;0
4047;0;0;0;0
4054;0;0;0;0
4061;0;0;0;0
4071;0;0;0;0
4072;0;0;0;0
4075;0;0;0;0
4084;0;0;0;0
4102;0;0;0;0
4106;0;0;0;0
4116;0;0;0;0
4121;0;0;0;0
4123;0;0;0;0
4152;0;0;0;0
4164;0;0;0;0
4165;0;0;0;0
4192;0;0;0;0
4193;0;0;0;0
4199;0;0;0;0
4201;0;0;0;0
4209;0;0;0;0
4210;0;0;0;0
4217;0;0;0;0
4218;0;0;0;0
4223;0;0;0;0
4224;0;0;0;0
4227;0;0;0;0
4228;0;0;0;0
4229;0;0;0;0
4230;0;0;0;0
4231;0;0;0;0
4239;0;0;0;0
4260;0;0;0;0
4267;0;0;0;0
4271;0;0;0;0
4272;0;0;0;0
4274;0;0;0;0
4281;0;0;0;0
4295;0;0;0;0
4302;0;0;0;0
4303;0;0;0;0
4320;0;0;0;0
4321;0;0;0;0
4322;0;0;0;0
4323;0;0;0;0
4324;0;0;0;0
4325;0;0;0;0
4330;0;0;0;0
4331;0;0;0;0
4332;0;0;0;0
4333;0;0;0;0
4338;0;0;0;0
4339;0;0;0;0
4342;0;0;0;0
4355;0;0;0;0
4358;0;0;0;0
4359;0;0;0;0
4361;0;0;0;0
4367;0;0;0;0
4369;0;0;0;0
4372;0;0;0;0
4373;0;0;0;0
4388;0;0;0;0
4389;0;0;0;0
4390;0;0;0;0
4403;0;0;0;0
4412;0;0;0;0
4420;0;0;0;0
4421;0;0;0;0
4424;0;0;0;0
4428;0;0;0;0
4429;0;0;0;0
4440;0;0;0;0
4441;0;0;0;0
4442;0;0;0;0
4444;0;0;0;0
4445;0;0;0;0
4450;0;0;0;0
4462;0;0;0;0
4468;0;0;0;0
4473;0;0;0;0
4486;0;0;0;0
4491;0;0;0;0
4519;0;0;0;0
4524;0;0;0;0
4525;0;0;0;0
4535;0;0;0;0
4536;0;0;0;0
4537;0;0;0;0
4539;0;0;0;0
4543;0;0;0;0
4544;0;0;0;0
4552;0;0;0;0
4553;0;0;0;0
4554;0;0;0;0
4555;0;0;0;0
4558;0;0;0;0
4560;0;0;0;0
4566;0;0;0;0
4567;0;0;0;0
4569;0;0;0;0
4574;0;0;0;0
4576;0;0;0;0
4579;0;0;0;0
4582;0;0;0;0
4587;0;0;0;0
4591;0;0;0;0
4592;0;0;0;0
4594;0;0;0;0
4595;0;0;0;0
4596;0;0;0;0
4597;0;0;0;0
4599;0;0;0;0
4600;0;0;0;0
4603;0;0;0;0
4605;0;0;0;0
4609;0;0;0;0
4611;0;0;0;0
4614;0;0;0;0
4615;0;0;0;0
4619;0;0;0;0
4621;0;0;0;0
4622;0;0;0;0
4629;0;0;0;0
4634;0;0;0;0
4635;0;0;0;0
4637;0;0;0;0
4639;0;0;0;0
4640;0;0;0;0
4641;0;0;0;0
4643;0;0;0;0
4644;0;0;0;0
4647;0;0;0;0
4650;0;0;0;0
4657;0;0;0;0
4658;0;0;0;0
4659;0;0;0;0
4660;0;0;0;0
4661;0;0;0;0
4666;0;0;0;0
4667;0;0;0;0
4677;0;0;0;0
4678;0;0;0;0
4681;0;0;0;0
4683;0;0;0;0
4686;0;0;0;0
4687;0;0;0;0
4689;0;0;0;0
4695;0;0;0;0
4697;0;0;0;0
4698;0;0;0;0
4699;0;0;0;0
4700;0;0;0;0
4701;0;0;0;0
4702;0;0;0;0
4703;0;0;0;0
4709;0;0;0;0
4712;0;0;0;0
4713;0;0;0;0
4714;0;0;0;0
4718;0;0;0;0
4724;0;0;0;0
4725;0;0;0;0
4726;0;0;0;0
4728;0;0;0;0
4729;0;0;0;0
4730;0;0;0;0
4734;0;0;0;0
4737;0;0;0;0
4738;0;0;0;0
4741;0;0;0;0
4747;0;0;0;0
4748;0;0;0;0
4755;0;0;0;0
4761;0;0;0;0
4763;0;0;0;0
4764;0;0;0;0
4765;0;0;0;0
4767;0;0;0;0
4769;0;0;0;0
4771;0;0;0;0
4773;0;0;0;0
4776;0;0;0;0
4777;0;0;0;0
4782;0;0;0;0
4786;0;0;0;0
4787;0;0;0;0
4788;0;0;0;0
4789;0;0;0;0
4790;0;0;0;0
4791;0;0;0;0
4804;0;0;0;0
4805;0;0;0;0
4815;0;0;0;0
4820;0;0;0;0
4826;0;0;0;0
4828;0;0;0;0
4831;0;0;0;0
4837;0;0;0;0
4838;0;0;0;0
4839;0;0;0;0
4840;0;0;0;0
4841;0;0;0;0
4842;0;0;0;0
4844;0;0;0;0
4845;0;0;0;0
4846;0;0;0;0
4848;0;0;0;0
4849;0;0;0;0
4850;0;0;0;0
4853;0;0;0;0
4854;0;0;0;0
4855;0;0;0;0
4859;0;0;0;0
4860;0;0;0;0
4863;0;0;0;0
4864;0;0;0;0
4873;0;0;0;0
4875;0;0;0;0
4876;0;0;0;0
4880;0;0;0;0
4882;0;0;0;0
4884;0;0;0;0
4887;0;0;0;0
4889;0;0;0;0
4891;0;0;0;0
4892;0;0;0;0
4893;0;0;0;0
4894;0;0;0;0
4895;0;0;0;0
4896;0;0;0;0
4897;0;0;0;0
4898;0;0;0;0
4899;0;0;0;0
4900;0;0;0;0
4902;0;0;0;0
4903;0;0;0;0
4904;0;0;0;0
4906;0;0;0;0
4908;0;0;0;0
4911;0;0;0;0
4912;0;0;0;0
4913;0;0;0;0
4914;0;0;0;0
4917;0;0;0;0
4918;0;0;0;0
4925;0;0;0;0
4927;0;0;0;0
4981;0;0;0;0
4987;0;0;0;0
4988;0;0;0;0
4993;0;0;0;0
4996;0;0;0;0
4998;0;0;0;0
5006;0;0;0;0
5008;0;0;0;0
5009;0;0;0;0
5013;0;0;0;0
5015;0;0;0;0
5019;0;0;0;0
5032;0;0;0;0
5045;0;0;0;0
5126;0;0;0;0
5153;0;0;0;0
5181;0;0;0;0
5183;0;0;0;0
5214;0;0;0;0
5223;0;0;0;0
5224;0;0;0;0
5357;0;0;0;0
5362;0;0;0;0
5367;0;0;0;0
5368;0;0;0;0
5369;0;0;0;0
5371;0;0;0;0
5419;0;0;0;0
5429;0;0;0;0
5442;0;0;0;0
5476;0;0;0;0
5529;0;0;0;0
5530;0;0;0;0
5548;0;0;0;0
5587;0;0;0;0
5594;0;0;0;0
5607;0;0;0;0
5612;0;0;0;0
5614;0;0;0;0
5616;0;0;0;0
5623;0;0;0;0
5628;0;0;0;0
5629;0;0;0;0
5631;0;0;0;0
5632;0;0;0;0
5636;0;0;0;0
5637;0;0;0;0
5640;0;0;0;0
5841;0;0;0;0
5924;0;0;0;0
5955;0;0;0;0
5964;0;0;0;0
5982;0;0;0;0
5987;0;0;0;0
6011;0;0;0;0
6025;0;0;0;0
6031;0;0;0;0
6037;0;0;0;0
6039;0;0;0;0
6046;0;0;0;0
6049;0;0;0;0
6051;0;0;0;0
6070;0;0;0;0
6071;0;0;0;0
6088;0;0;0;0
6092;0;0;0;0
6093;0;0;0;0
6099;0;0;0;0
6118;0;0;0;0
6119;0;0;0;0
6138;0;0;0;0
6139;0;0;0;0
6144;0;0;0;0
6146;0;0;0;0
6148;0;0;0;0
6149;0;0;0;0
6151;0;0;0;0
6166;0;0;0;0
6172;0;0;0;0
6173;0;0;0;0
6178;0;0;0;0
6183;0;0;0;0
6184;0;0;0;0
6186;0;0;0;0
6190;0;0;0;0
6198;0;0;0;0
6208;0;0;0;0
6211;0;0;0;0
6212;0;0;0;0
6214;0;0;0;0
6216;0;0;0;0
6218;0;0;0;0
6225;0;0;0;0
6230;0;0;0;0
6236;0;0;0;0
6245;0;0;0;0
6246;0;0;0;0
6253;0;0;0;0
6257;0;0;0;0
6259;0;0;0;0
6267;0;0;0;0
6271;0;0;0;0
6273;0;0;0;0
6274;0;0;0;0
6275;0;0;0;0
6276;0;0;0;0
6277;0;0;0;0
6278;0;0;0;0
6279;0;0;0;0
6280;0;0;0;0
6281;0;0;0;0
6282;0;0;0;0
6283;0;0;0;0
6301;0;0;0;0
6320;0;0;0;0
6323;0;0;0;0
6361;0;0;0;0
6366;0;0;0;0
6372;0;0;0;0
6402;0;0;0;0
6403;0;0;0;0
6418;0;0;0;0
6419;0;0;0;0
6421;0;0;0;0
6428;0;0;0;0
6430;0;0;0;0
6431;0;0;0;0
6432;0;0;0;0
6433;0;0;0;0
6434;0;0;0;0
6443;0;0;0;0
6444;0;0;0;0
6445;0;0;0;0
6450;0;0;0;0
6454;0;0;0;0
6458;0;0;0;0
6459;0;0;0;0
6462;0;0;0;0
6465;0;0;0;0
6597;0;0;0;0
6598;0;0;0;0
7590;0;0;0;0
7592;0;0;0;0
7594;0;0;0;0
7595;0;0;0;0
3616;0,000931099;0;0;0,000931099
3618;0,000931099;0;0;0,000931099
3621;0,000931099;0;0;0,000931099
3644;0,000931099;0;0;0,000931099
3682;0,000931099;0;0;0,000931099
3742;0,000931099;0;0;0,000931099
3746;0,000931099;0;0;0,000931099
3752;0,000931099;0;0;0,000931099
3822;0,000931099;0;0;0,000931099
3847;0,000931099;0;0;0,000931099
3864;0,000931099;0;0;0,000931099
3874;0,000931099;0;0;0,000931099
3878;0,000931099;0;0;0,000931099
3888;0,000931099;0;0;0,000931099
3889;0,000931099;0;0;0,000931099
