id;exp_pht;exp_rat;exp_rev;Популярность
3904;0,000931099;0;0;0,000931099
3916;0,000931099;0;0;0,000931099
3944;0,000931099;0;0;0,000931099
3946;0,000931099;0;0;0,000931099
3947;0,000931099;0;0;0,000931099
3953;0,000931099;0;0;0,000931099
3957;0,000931099;0;0;0,000931099
3969;0,000931099;0;0;0,000931099
3971;0,000931099;0;0;0,000931099
3972;0,000931099;0;0;0,000931099
3983;0,000931099;0;0;0,000931099
4003;0,000931099;0;0;0,000931099
4009;0,000931099;0;0;0,000931099
4011;0,000931099;0;0;0,000931099
4012;0,000931099;0;0;0,000931099
4016;0,000931099;0;0;0,000931099
4027;0,000931099;0;0;0,000931099
4032;0,000931099;0;0;0,000931099
4038;0,000931099;0;0;0,000931099
4057;0,000931099;0;0;0,000931099
4065;0,000931099;0;0;0,000931099
4073;0,000931099;0;0;0,000931099
4076;0,000931099;0;0;0,000931099
4081;0,000931099;0;0;0,000931099
4087;0,000931099;0;0;0,000931099
4089;0,000931099;0;0;0,000931099
4098;0,000931099;0;0;0,000931099
4099;0,000931099;0;0;0,000931099
4105;0,000931099;0;0;0,000931099
4110;0,000931099;0;0;0,000931099
4111;0,000931099;0;0;0,000931099
4115;0,000931099;0;0;0,000931099
4117;0,000931099;0;0;0,000931099
4118;0,000931099;0;0;0,000931099
4126;0,000931099;0;0;0,000931099
4127;0,000931099;0;0;0,000931099
4128;0,000931099;0;0;0,000931099
4129;0,000931099;0;0;0,000931099
4130;0,000931099;0;0;0,000931099
4131;0,000931099;0;0;0,000931099
4135;0,000931099;0;0;0,000931099
4140;0,000931099;0;0;0,000931099
4150;0,000931099;0;0;0,000931099
4151;0,000931099;0;0;0,000931099
4153;0,000931099;0;0;0,000931099
4154;0,000931099;0;0;0,000931099
4155;0,000931099;0;0;0,000931099
4156;0,000931099;0;0;0,000931099
4159;0,000931099;0;0;0,000931099
4160;0,000931099;0;0;0,000931099
4163;0,000931099;0;0;0,000931099
4166;0,000931099;0;0;0,000931099
4173;0,000931099;0;0;0,000931099
4174;0,000931099;0;0;0,000931099
4176;0,000931099;0;0;0,000931099
4177;0,000931099;0;0;0,000931099
4178;0,000931099;0;0;0,000931099
4181;0,000931099;0;0;0,000931099
4183;0,000931099;0;0;0,000931099
4196;0,000931099;0;0;0,000931099
4202;0,000931099;0;0;0,000931099
4204;0,000931099;0;0;0,000931099
4205;0,000931099;0;0;0,000931099
4206;0,000931099;0;0;0,000931099
4208;0,000931099;0;0;0,000931099
4216;0,000931099;0;0;0,000931099
4220;0,000931099;0;0;0,000931099
4221;0,000931099;0;0;0,000931099
4222;0,000931099;0;0;0,000931099
4225;0,000931099;0;0;0,000931099
4226;0,000931099;0;0;0,000931099
4235;0,000931099;0;0;0,000931099
4236;0,000931099;0;0;0,000931099
4237;0,000931099;0;0;0,000931099
4241;0,000931099;0;0;0,000931099
4243;0,000931099;0;0;0,000931099
4247;0,000931099;0;0;0,000931099
4257;0,000931099;0;0;0,000931099
4258;0,000931099;0;0;0,000931099
4259;0,000931099;0;0;0,000931099
4263;0,000931099;0;0;0,000931099
4266;0,000931099;0;0;0,000931099
4268;0,000931099;0;0;0,000931099
4269;0,000931099;0;0;0,000931099
4275;0,000931099;0;0;0,000931099
4276;0,000931099;0;0;0,000931099
4279;0,000931099;0;0;0,000931099
4280;0,000931099;0;0;0,000931099
4283;0,000931099;0;0;0,000931099
4301;0,000931099;0;0;0,000931099
4317;0,000931099;0;0;0,000931099
4318;0,000931099;0;0;0,000931099
4319;0,000931099;0;0;0,000931099
4327;0,000931099;0;0;0,000931099
4328;0,000931099;0;0;0,000931099
4334;0,000931099;0;0;0,000931099
4340;0,000931099;0;0;0,000931099
4349;0,000931099;0;0;0,000931099
4351;0,000931099;0;0;0,000931099
4362;0,000931099;0;0;0,000931099
4365;0,000931099;0;0;0,000931099
4375;0,000931099;0;0;0,000931099
4377;0,000931099;0;0;0,000931099
4379;0,000931099;0;0;0,000931099
4380;0,000931099;0;0;0,000931099
4382;0,000931099;0;0;0,000931099
4384;0,000931099;0;0;0,000931099
4386;0,000931099;0;0;0,000931099
4387;0,000931099;0;0;0,000931099
4392;0,000931099;0;0;0,000931099
4393;0,000931099;0;0;0,000931099
4399;0,000931099;0;0;0,000931099
4407;0,000931099;0;0;0,000931099
4409;0,000931099;0;0;0,000931099
4410;0,000931099;0;0;0,000931099
4411;0,000931099;0;0;0,000931099
4418;0,000931099;0;0;0,000931099
4419;0,000931099;0;0;0,000931099
4422;0,000931099;0;0;0,000931099
4425;0,000931099;0;0;0,000931099
4430;0,000931099;0;0;0,000931099
4431;0,000931099;0;0;0,000931099
4433;0,000931099;0;0;0,000931099
4434;0,000931099;0;0;0,000931099
4435;0,000931099;0;0;0,000931099
4438;0,000931099;0;0;0,000931099
4446;0,000931099;0;0;0,000931099
4447;0,000931099;0;0;0,000931099
4448;0,000931099;0;0;0,000931099
4451;0,000931099;0;0;0,000931099
4452;0,000931099;0;0;0,000931099
4459;0,000931099;0;0;0,000931099
4460;0,000931099;0;0;0,000931099
4465;0,000931099;0;0;0,000931099
4466;0,000931099;0;0;0,000931099
4471;0,000931099;0;0;0,000931099
4477;0,000931099;0;0;0,000931099
4482;0,000931099;0;0;0,000931099
4483;0,000931099;0;0;0,000931099
4487;0,000931099;0;0;0,000931099
4488;0,000931099;0;0;0,000931099
4489;0,000931099;0;0;0,000931099
4490;0,000931099;0;0;0,000931099
4492;0,000931099;0;0;0,000931099
4493;0,000931099;0;0;0,000931099
4494;0,000931099;0;0;0,000931099
4495;0,000931099;0;0;0,000931099
4497;0,000931099;0;0;0,000931099
4502;0,000931099;0;0;0,000931099
4503;0,000931099;0;0;0,000931099
4504;0,000931099;0;0;0,000931099
4509;0,000931099;0;0;0,000931099
4512;0,000931099;0;0;0,000931099
4513;0,000931099;0;0;0,000931099
4514;0,000931099;0;0;0,000931099
4515;0,000931099;0;0;0,000931099
4516;0,000931099;0;0;0,000931099
4517;0,000931099;0;0;0,000931099
4518;0,000931099;0;0;0,000931099
4520;0,000931099;0;0;0,000931099
4521;0,000931099;0;0;0,000931099
4522;0,000931099;0;0;0,000931099
4548;0,000931099;0;0;0,000931099
4549;0,000931099;0;0;0,000931099
4550;0,000931099;0;0;0,000931099
4551;0,000931099;0;0;0,000931099
4571;0,000931099;0;0;0,000931099
4572;0,000931099;0;0;0,000931099
4575;0,000931099;0;0;0,000931099
4581;0,000931099;0;0;0,000931099
4585;0,000931099;0;0;0,000931099
4586;0,000931099;0;0;0,000931099
4590;0,000931099;0;0;0,000931099
4602;0,000931099;0;0;0,000931099
4604;0,000931099;0;0;0,000931099
4606;0,000931099;0;0;0,000931099
4607;0,000931099;0;0;0,000931099
4616;0,000931099;0;0;0,000931099
4624;0,000931099;0;0;0,000931099
4625;0,000931099;0;0;0,000931099
4626;0,000931099;0;0;0,000931099
4627;0,000931099;0;0;0,000931099
4628;0,000931099;0;0;0,000931099
4636;0,000931099;0;0;0,000931099
4642;0,000931099;0;0;0,000931099
4648;0,000931099;0;0;0,000931099
4653;0,000931099;0;0;0,000931099
4654;0,000931099;0;0;0,000931099
4656;0,000931099;0;0;0,000931099
4663;0,000931099;0;0;0,000931099
4664;0,000931099;0;0;0,000931099
4668;0,000931099;0;0;0,000931099
4680;0,000931099;0;0;0,000931099
4684;0,000931099;0;0;0,000931099
4685;0,000931099;0;0;0,000931099
4688;0,000931099;0;0;0,000931099
4690;0,000931099;0;0;0,000931099
4692;0,000931099;0;0;0,000931099
4693;0,000931099;0;0;0,000931099
4694;0,000931099;0;0;0,000931099
4696;0,000931099;0;0;0,000931099
4705;0,000931099;0;0;0,000931099
4708;0,000931099;0;0;0,000931099
4711;0,000931099;0;0;0,000931099
4715;0,000931099;0;0;0,000931099
4717;0,000931099;0;0;0,000931099
4719;0,000931099;0;0;0,000931099
4720;0,000931099;0;0;0,000931099
4722;0,000931099;0;0;0,000931099
4736;0,000931099;0;0;0,000931099
4742;0,000931099;0;0;0,000931099
4743;0,000931099;0;0;0,000931099
4744;0,000931099;0;0;0,000931099
4750;0,000931099;0;0;0,000931099
4753;0,000931099;0;0;0,000931099
4754;0,000931099;0;0;0,000931099
4757;0,000931099;0;0;0,000931099
4760;0,000931099;0;0;0,000931099
4766;0,000931099;0;0;0,000931099
4768;0,000931099;0;0;0,000931099
4770;0,000931099;0;0;0,000931099
4772;0,000931099;0;0;0,000931099
4774;0,000931099;0;0;0,000931099
4775;0,000931099;0;0;0,000931099
4778;0,000931099;0;0;0,000931099
4779;0,000931099;0;0;0,000931099
4783;0,000931099;0;0;0,000931099
4784;0,000931099;0;0;0,000931099
4792;0,000931099;0;0;0,000931099
4793;0,000931099;0;0;0,000931099
4795;0,000931099;0;0;0,000931099
4796;0,000931099;0;0;0,000931099
4799;0,000931099;0;0;0,000931099
4800;0,000931099;0;0;0,000931099
4801;0,000931099;0;0;0,000931099
4803;0,000931099;0;0;0,000931099
4806;0,000931099;0;0;0,000931099
4807;0,000931099;0;0;0,000931099
4808;0,000931099;0;0;0,000931099
4810;0,000931099;0;0;0,000931099
4811;0,000931099;0;0;0,000931099
4812;0,000931099;0;0;0,000931099
4813;0,000931099;0;0;0,000931099
4816;0,000931099;0;0;0,000931099
4819;0,000931099;0;0;0,000931099
4821;0,000931099;0;0;0,000931099
4822;0,000931099;0;0;0,000931099
4823;0,000931099;0;0;0,000931099
4825;0,000931099;0;0;0,000931099
4827;0,000931099;0;0;0,000931099
4829;0,000931099;0;0;0,000931099
4832;0,000931099;0;0;0,000931099
4833;0,000931099;0;0;0,000931099
4834;0,000931099;0;0;0,000931099
4835;0,000931099;0;0;0,000931099
4836;0,000931099;0;0;0,000931099
4847;0,000931099;0;0;0,000931099
4851;0,000931099;0;0;0,000931099
4852;0,000931099;0;0;0,000931099
4856;0,000931099;0;0;0,000931099
4858;0,000931099;0;0;0,000931099
4861;0,000931099;0;0;0,000931099
4862;0,000931099;0;0;0,000931099
4865;0,000931099;0;0;0,000931099
4866;0,000931099;0;0;0,000931099
4867;0,000931099;0;0;0,000931099
4868;0,000931099;0;0;0,000931099
4869;0,000931099;0;0;0,000931099
4871;0,000931099;0;0;0,000931099
4874;0,000931099;0;0;0,000931099
4879;0,000931099;0;0;0,000931099
4881;0,000931099;0;0;0,000931099
4885;0,000931099;0;0;0,000931099
4886;0,000931099;0;0;0,000931099
4890;0,000931099;0;0;0,000931099
4916;0,000931099;0;0;0,000931099
4919;0,000931099;0;0;0,000931099
4922;0,000931099;0;0;0,000931099
4923;0,000931099;0;0;0,000931099
4924;0,000931099;0;0;0,000931099
4929;0,000931099;0;0;0,000931099
4941;0,000931099;0;0;0,000931099
4999;0,000931099;0;0;0,000931099
5000;0,000931099;0;0;0,000931099
5023;0,000931099;0;0;0,000931099
5026;0,000931099;0;0;0,000931099
5059;0,000931099;0;0;0,000931099
5110;0,000931099;0;0;0,000931099
5143;0,000931099;0;0;0,000931099
5145;0,000931099;0;0;0,000931099
5156;0,000931099;0;0;0,000931099
5216;0,000931099;0;0;0,000931099
5423;0,000931099;0;0;0,000931099
5515;0,000931099;0;0;0,000931099
5531;0,000931099;0;0;0,000931099
5611;0,000931099;0;0;0,000931099
5806;0,000931099;0;0;0,000931099
5886;0,000931099;0;0;0,000931099
5911;0,000931099;0;0;0,000931099
5962;0,000931099;0;0;0,000931099
5969;0,000931099;0;0;0,000931099
6014;0,000931099;0;0;0,000931099
6019;0,000931099;0;0;0,000931099
6034;0,000931099;0;0;0,000931099
6077;0,000931099;0;0;0,000931099
6079;0,000931099;0;0;0,000931099
6110;0,000931099;0;0;0,000931099
6129;0,000931099;0;0;0,000931099
6136;0,000931099;0;0;0,000931099
6159;0,000931099;0;0;0,000931099
6162;0,000931099;0;0;0,000931099
6195;0,000931099;0;0;0,000931099
6199;0,000931099;0;0;0,000931099
6201;0,000931099;0;0;0,000931099
6202;0,000931099;0;0;0,000931099
6262;0,000931099;0;0;0,000931099
6296;0,000931099;0;0;0,000931099
6331;0,000931099;0;0;0,000931099
6398;0,000931099;0;0;0,000931099
6399;0,000931099;0;0;0,000931099
6400;0,000931099;0;0;0,000931099
6401;0,000931099;0;0;0,000931099
6408;0,000931099;0;0;0,000931099
6409;0,000931099;0;0;0,000931099
6412;0,000931099;0;0;0,000931099
6413;0,000931099;0;0;0,000931099
6414;0,000931099;0;0;0,000931099
6415;0,000931099;0;0;0,000931099
6416;0,000931099;0;0;0,000931099
6420;0,000931099;0;0;0,000931099
6425;0,000931099;0;0;0,000931099
6426;0,000931099;0;0;0,000931099
6427;0,000931099;0;0;0,000931099
6437;0,000931099;0;0;0,000931099
6446;0,000931099;0;0;0,000931099
6447;0,000931099;0;0;0,000931099
6451;0,000931099;0;0;0,000931099
6452;0,000931099;0;0;0,000931099
6453;0,000931099;0;0;0,000931099
6456;0,000931099;0;0;0,000931099
6457;0,000931099;0;0;0,000931099
6460;0,000931099;0;0;0,000931099
6461;0,000931099;0;0;0,000931099
6463;0,000931099;0;0;0,000931099
6487;0,000931099;0;0;0,000931099
6551;0,000931099;0;0;0,000931099
6592;0,000931099;0;0;0,000931099
2302;0,001862197;0;0;0,001862197
2338;0,001862197;0;0;0,001862197
2371;0,001862197;0;0;0,001862197
2379;0,001862197;0;0;0,001862197
2387;0,001862197;0;0;0,001862197
2406;0,001862197;0;0;0,001862197
2415;0,001862197;0;0;0,001862197
2521;0,001862197;0;0;0,001862197
2569;0,001862197;0;0;0,001862197
3642;0,001862197;0;0;0,001862197
3751;0,001862197;0;0;0,001862197
3801;0,001862197;0;0;0,001862197
3832;0,001862197;0;0;0,001862197
3836;0,001862197;0;0;0,001862197
3842;0,001862197;0;0;0,001862197
3849;0,001862197;0;0;0,001862197
3853;0,001862197;0;0;0,001862197
3855;0,001862197;0;0;0,001862197
3861;0,001862197;0;0;0,001862197
3882;0,001862197;0;0;0,001862197
3890;0,001862197;0;0;0,001862197
3894;0,001862197;0;0;0,001862197
3900;0,001862197;0;0;0,001862197
3902;0,001862197;0;0;0,001862197
3907;0,001862197;0;0;0,001862197
3914;0,001862197;0;0;0,001862197
3939;0,001862197;0;0;0,001862197
3942;0,001862197;0;0;0,001862197
3949;0,001862197;0;0;0,001862197
3959;0,001862197;0;0;0,001862197
3961;0,001862197;0;0;0,001862197
3967;0,001862197;0;0;0,001862197
3984;0,001862197;0;0;0,001862197
3985;0,001862197;0;0;0,001862197
4005;0,001862197;0;0;0,001862197
4015;0,001862197;0;0;0,001862197
4026;0,001862197;0;0;0,001862197
4030;0,001862197;0;0;0,001862197
4034;0,001862197;0;0;0,001862197
4039;0,001862197;0;0;0,001862197
4040;0,001862197;0;0;0,001862197
4048;0,001862197;0;0;0,001862197
4049;0,001862197;0;0;0,001862197
4050;0,001862197;0;0;0,001862197
4055;0,001862197;0;0;0,001862197
4063;0,001862197;0;0;0,001862197
4066;0,001862197;0;0;0,001862197
4069;0,001862197;0;0;0,001862197
4078;0,001862197;0;0;0,001862197
4103;0,001862197;0;0;0,001862197
4104;0,001862197;0;0;0,001862197
4108;0,001862197;0;0;0,001862197
4113;0,001862197;0;0;0,001862197
4120;0,001862197;0;0;0,001862197
4124;0,001862197;0;0;0,001862197
4125;0,001862197;0;0;0,001862197
4137;0,001862197;0;0;0,001862197
4138;0,001862197;0;0;0,001862197
4141;0,001862197;0;0;0,001862197
4142;0,001862197;0;0;0,001862197
4158;0,001862197;0;0;0,001862197
4162;0,001862197;0;0;0,001862197
4167;0,001862197;0;0;0,001862197
4168;0,001862197;0;0;0,001862197
4170;0,001862197;0;0;0,001862197
4182;0,001862197;0;0;0,001862197
4184;0,001862197;0;0;0,001862197
4185;0,001862197;0;0;0,001862197
4187;0,001862197;0;0;0,001862197
4188;0,001862197;0;0;0,001862197
4189;0,001862197;0;0;0,001862197
4191;0,001862197;0;0;0,001862197
4195;0,001862197;0;0;0,001862197
4198;0,001862197;0;0;0,001862197
4200;0,001862197;0;0;0,001862197
4203;0,001862197;0;0;0,001862197
4212;0,001862197;0;0;0,001862197
4213;0,001862197;0;0;0,001862197
4214;0,001862197;0;0;0,001862197
4245;0,001862197;0;0;0,001862197
4246;0,001862197;0;0;0,001862197
4249;0,001862197;0;0;0,001862197
4250;0,001862197;0;0;0,001862197
4253;0,001862197;0;0;0,001862197
4254;0,001862197;0;0;0,001862197
4255;0,001862197;0;0;0,001862197
4256;0,001862197;0;0;0,001862197
4261;0,001862197;0;0;0,001862197
4264;0,001862197;0;0;0,001862197
4273;0,001862197;0;0;0,001862197
4278;0,001862197;0;0;0,001862197
4282;0,001862197;0;0;0,001862197
4286;0,001862197;0;0;0,001862197
4287;0,001862197;0;0;0,001862197
4288;0,001862197;0;0;0,001862197
4290;0,001862197;0;0;0,001862197
4292;0,001862197;0;0;0,001862197
4294;0,001862197;0;0;0,001862197
4296;0,001862197;0;0;0,001862197
4298;0,001862197;0;0;0,001862197
4300;0,001862197;0;0;0,001862197
4304;0,001862197;0;0;0,001862197
4308;0,001862197;0;0;0,001862197
4310;0,001862197;0;0;0,001862197
4311;0,001862197;0;0;0,001862197
4312;0,001862197;0;0;0,001862197
4313;0,001862197;0;0;0,001862197
4314;0,001862197;0;0;0,001862197
4315;0,001862197;0;0;0,001862197
4316;0,001862197;0;0;0,001862197
4326;0,001862197;0;0;0,001862197
4329;0,001862197;0;0;0,001862197
4341;0,001862197;0;0;0,001862197
4343;0,001862197;0;0;0,001862197
4357;0,001862197;0;0;0,001862197
4366;0,001862197;0;0;0,001862197
4368;0,001862197;0;0;0,001862197
4371;0,001862197;0;0;0,001862197
4376;0,001862197;0;0;0,001862197
4381;0,001862197;0;0;0,001862197
4385;0,001862197;0;0;0,001862197
4397;0,001862197;0;0;0,001862197
4398;0,001862197;0;0;0,001862197
4401;0,001862197;0;0;0,001862197
4413;0,001862197;0;0;0,001862197
4423;0,001862197;0;0;0,001862197
4426;0,001862197;0;0;0,001862197
4432;0,001862197;0;0;0,001862197
4436;0,001862197;0;0;0,001862197
4449;0,001862197;0;0;0,001862197
4456;0,001862197;0;0;0,001862197
4458;0,001862197;0;0;0,001862197
4461;0,001862197;0;0;0,001862197
4463;0,001862197;0;0;0,001862197
4474;0,001862197;0;0;0,001862197
4475;0,001862197;0;0;0,001862197
4476;0,001862197;0;0;0,001862197
4484;0,001862197;0;0;0,001862197
4485;0,001862197;0;0;0,001862197
4496;0,001862197;0;0;0,001862197
4498;0,001862197;0;0;0,001862197
4500;0,001862197;0;0;0,001862197
4510;0,001862197;0;0;0,001862197
4511;0,001862197;0;0;0,001862197
4526;0,001862197;0;0;0,001862197
4527;0,001862197;0;0;0,001862197
4528;0,001862197;0;0;0,001862197
4532;0,001862197;0;0;0,001862197
4533;0,001862197;0;0;0,001862197
4556;0,001862197;0;0;0,001862197
4563;0,001862197;0;0;0,001862197
4578;0,001862197;0;0;0,001862197
4580;0,001862197;0;0;0,001862197
4584;0,001862197;0;0;0,001862197
4613;0,001862197;0;0;0,001862197
4630;0,001862197;0;0;0,001862197
4632;0,001862197;0;0;0,001862197
4633;0,001862197;0;0;0,001862197
4638;0,001862197;0;0;0,001862197
4665;0,001862197;0;0;0,001862197
4670;0,001862197;0;0;0,001862197
4671;0,001862197;0;0;0,001862197
4672;0,001862197;0;0;0,001862197
4676;0,001862197;0;0;0,001862197
4679;0,001862197;0;0;0,001862197
4704;0,001862197;0;0;0,001862197
4706;0,001862197;0;0;0,001862197
4707;0,001862197;0;0;0,001862197
4716;0,001862197;0;0;0,001862197
4732;0,001862197;0;0;0,001862197
4733;0,001862197;0;0;0,001862197
4739;0,001862197;0;0;0,001862197
4745;0,001862197;0;0;0,001862197
4746;0,001862197;0;0;0,001862197
4749;0,001862197;0;0;0,001862197
4759;0,001862197;0;0;0,001862197
4781;0,001862197;0;0;0,001862197
4794;0,001862197;0;0;0,001862197
4802;0,001862197;0;0;0,001862197
4818;0,001862197;0;0;0,001862197
4824;0,001862197;0;0;0,001862197
4883;0,001862197;0;0;0,001862197
4888;0,001862197;0;0;0,001862197
4928;0,001862197;0;0;0,001862197
5022;0,001862197;0;0;0,001862197
5049;0,001862197;0;0;0,001862197
5057;0,001862197;0;0;0,001862197
5137;0,001862197;0;0;0,001862197
5221;0,001862197;0;0;0,001862197
5436;0,001862197;0;0;0,001862197
5441;0,001862197;0;0;0,001862197
5443;0,001862197;0;0;0,001862197
5477;0,001862197;0;0;0,001862197
5536;0,001862197;0;0;0,001862197
5602;0,001862197;0;0;0,001862197
5620;0,001862197;0;0;0,001862197
5866;0,001862197;0;0;0,001862197
5900;0,001862197;0;0;0,001862197
5923;0,001862197;0;0;0,001862197
5956;0,001862197;0;0;0,001862197
6026;0,001862197;0;0;0,001862197
6081;0,001862197;0;0;0,001862197
6096;0,001862197;0;0;0,001862197
6113;0,001862197;0;0;0,001862197
6126;0,001862197;0;0;0,001862197
6132;0,001862197;0;0;0,001862197
6157;0,001862197;0;0;0,001862197
6161;0,001862197;0;0;0,001862197
6200;0,001862197;0;0;0,001862197
6270;0,001862197;0;0;0,001862197
6373;0,001862197;0;0;0,001862197
6396;0,001862197;0;0;0,001862197
6410;0,001862197;0;0;0,001862197
6417;0,001862197;0;0;0,001862197
6423;0,001862197;0;0;0,001862197
6439;0,001862197;0;0;0,001862197
6442;0,001862197;0;0;0,001862197
6464;0,001862197;0;0;0,001862197
6564;0,001862197;0;0;0,001862197
2357;0,002793296;0;0;0,002793296
2486;0,002793296;0;0;0,002793296
3615;0,002793296;0;0;0,002793296
3782;0,002793296;0;0;0,002793296
3807;0,002793296;0;0;0,002793296
3815;0,002793296;0;0;0,002793296
3818;0,002793296;0;0;0,002793296
3851;0,002793296;0;0;0,002793296
3856;0,002793296;0;0;0,002793296
3893;0,002793296;0;0;0,002793296
3948;0,002793296;0;0;0,002793296
3950;0,002793296;0;0;0,002793296
3963;0,002793296;0;0;0,002793296
3964;0,002793296;0;0;0,002793296
3982;0,002793296;0;0;0,002793296
4013;0,002793296;0;0;0,002793296
4024;0,002793296;0;0;0,002793296
4041;0,002793296;0;0;0,002793296
4052;0,002793296;0;0;0,002793296
4062;0,002793296;0;0;0,002793296
4067;0,002793296;0;0;0,002793296
4114;0,002793296;0;0;0,002793296
4148;0,002793296;0;0;0,002793296
4157;0,002793296;0;0;0,002793296
4179;0,002793296;0;0;0,002793296
4186;0,002793296;0;0;0,002793296
4207;0,002793296;0;0;0,002793296
4238;0,002793296;0;0;0,002793296
4244;0,002793296;0;0;0,002793296
4251;0,002793296;0;0;0,002793296
4285;0,002793296;0;0;0,002793296
4291;0,002793296;0;0;0,002793296
4293;0,002793296;0;0;0,002793296
4297;0,002793296;0;0;0,002793296
4305;0,002793296;0;0;0,002793296
4400;0,002793296;0;0;0,002793296
4437;0,002793296;0;0;0,002793296
4467;0,002793296;0;0;0,002793296
4469;0,002793296;0;0;0,002793296
4470;0,002793296;0;0;0,002793296
4505;0,002793296;0;0;0,002793296
4531;0,002793296;0;0;0,002793296
4534;0,002793296;0;0;0,002793296
4542;0,002793296;0;0;0,002793296
4568;0,002793296;0;0;0,002793296
4573;0,002793296;0;0;0,002793296
4598;0,002793296;0;0;0,002793296
4601;0,002793296;0;0;0,002793296
4618;0,002793296;0;0;0,002793296
4662;0,002793296;0;0;0,002793296
4669;0,002793296;0;0;0,002793296
4673;0,002793296;0;0;0,002793296
4674;0,002793296;0;0;0,002793296
4731;0,002793296;0;0;0,002793296
4751;0,002793296;0;0;0,002793296
4758;0,002793296;0;0;0,002793296
4780;0,002793296;0;0;0,002793296
4797;0,002793296;0;0;0,002793296
4870;0,002793296;0;0;0,002793296
4907;0,002793296;0;0;0,002793296
4921;0,002793296;0;0;0,002793296
5444;0,002793296;0;0;0,002793296
5630;0,002793296;0;0;0,002793296
5874;0,002793296;0;0;0,002793296
5926;0,002793296;0;0;0,002793296
5937;0,002793296;0;0;0,002793296
5972;0,002793296;0;0;0,002793296
6075;0,002793296;0;0;0,002793296
6082;0,002793296;0;0;0,002793296
6210;0,002793296;0;0;0,002793296
6249;0,002793296;0;0;0,002793296
6250;0,002793296;0;0;0,002793296
6251;0,002793296;0;0;0,002793296
6265;0,002793296;0;0;0,002793296
6297;0,002793296;0;0;0,002793296
6358;0,002793296;0;0;0,002793296
6360;0,002793296;0;0;0,002793296
6383;0,002793296;0;0;0,002793296
6438;0,002793296;0;0;0,002793296
6449;0,002793296;0;0;0,002793296
6455;0,002793296;0;0;0,002793296
6485;0,002793296;0;0;0,002793296
3790;0,003724395;0;0;0,003724395
3873;0,003724395;0;0;0,003724395
3930;0,003724395;0;0;0,003724395
3935;0,003724395;0;0;0,003724395
3981;0,003724395;0;0;0,003724395
4025;0,003724395;0;0;0,003724395
4056;0,003724395;0;0;0,003724395
4064;0,003724395;0;0;0,003724395
4077;0,003724395;0;0;0,003724395
4119;0,003724395;0;0;0,003724395
4147;0,003724395;0;0;0,003724395
4149;0,003724395;0;0;0,003724395
4348;0,003724395;0;0;0,003724395
4363;0,003724395;0;0;0,003724395
4396;0,003724395;0;0;0,003724395
4408;0,003724395;0;0;0,003724395
4415;0,003724395;0;0;0,003724395
4478;0,003724395;0;0;0,003724395
4479;0,003724395;0;0;0,003724395
4529;0,003724395;0;0;0,003724395
4538;0,003724395;0;0;0,003724395
4564;0,003724395;0;0;0,003724395
4691;0,003724395;0;0;0,003724395
4983;0,003724395;0;0;0,003724395
5035;0,003724395;0;0;0,003724395
5118;0,003724395;0;0;0,003724395
5170;0,003724395;0;0;0,003724395
5412;0,003724395;0;0;0,003724395
5683;0,003724395;0;0;0,003724395
5804;0,003724395;0;0;0,003724395
5812;0,003724395;0;0;0,003724395
5880;0,003724395;0;0;0,003724395
5918;0,003724395;0;0;0,003724395
5954;0,003724395;0;0;0,003724395
6040;0,003724395;0;0;0,003724395
6085;0,003724395;0;0;0,003724395
6086;0,003724395;0;0;0,003724395
6098;0,003724395;0;0;0,003724395
6155;0,003724395;0;0;0,003724395
6219;0,003724395;0;0;0,003724395
6237;0,003724395;0;0;0,003724395
6238;0,003724395;0;0;0,003724395
6239;0,003724395;0;0;0,003724395
6240;0,003724395;0;0;0,003724395
6252;0,003724395;0;0;0,003724395
6286;0,003724395;0;0;0,003724395
6393;0,003724395;0;0;0,003724395
6490;0,003724395;0;0;0,003724395
7609;0,003724395;0;0;0,003724395
2402;0,004655493;0;0;0,004655493
3690;0,004655493;0;0;0,004655493
3791;0,004655493;0;0;0,004655493
3838;0,004655493;0;0;0,004655493
3887;0,004655493;0;0;0,004655493
3936;0,004655493;0;0;0,004655493
3958;0,004655493;0;0;0,004655493
4132;0,004655493;0;0;0,004655493
4172;0,004655493;0;0;0,004655493
4194;0,004655493;0;0;0,004655493
4289;0,004655493;0;0;0,004655493
4405;0,004655493;0;0;0,004655493
4414;0,004655493;0;0;0,004655493
4507;0,004655493;0;0;0,004655493
4546;0,004655493;0;0;0,004655493
4651;0,004655493;0;0;0,004655493
4920;0,004655493;0;0;0,004655493
4951;0,004655493;0;0;0,004655493
5208;0,004655493;0;0;0,004655493
5370;0,004655493;0;0;0,004655493
5418;0,004655493;0;0;0,004655493
5439;0,004655493;0;0;0,004655493
5593;0,004655493;0;0;0,004655493
5619;0,004655493;0;0;0,004655493
5869;0,004655493;0;0;0,004655493
6005;0,004655493;0;0;0,004655493
6060;0,004655493;0;0;0,004655493
6164;0,004655493;0;0;0,004655493
6165;0,004655493;0;0;0,004655493
6197;0,004655493;0;0;0,004655493
6204;0,004655493;0;0;0,004655493
6243;0,004655493;0;0;0,004655493
6258;0,004655493;0;0;0,004655493
6327;0,004655493;0;0;0,004655493
6583;0,004655493;0;0;0,004655493
6603;0,004655493;0;0;0,004655493
3699;0,005586592;0;0;0,005586592
3731;0,005586592;0;0;0,005586592
